algorithm,pattern_length,inspections
Weak Boyer Moore,4,358967
Weak Memorizing Boyer Moore,4,358967
Weak Turbo Boyer Moore,4,358967
Weak Boyer Moore,4,359257
Weak Memorizing Boyer Moore,4,359257
Weak Turbo Boyer Moore,4,359257
Weak Boyer Moore,4,358449
Weak Memorizing Boyer Moore,4,358449
Weak Turbo Boyer Moore,4,358449
Weak Boyer Moore,4,359227
Weak Memorizing Boyer Moore,4,359227
Weak Turbo Boyer Moore,4,359227
Weak Boyer Moore,4,358480
Weak Memorizing Boyer Moore,4,358480
Weak Turbo Boyer Moore,4,358480
Weak Boyer Moore,4,359975
Weak Memorizing Boyer Moore,4,359975
Weak Turbo Boyer Moore,4,359975
Weak Boyer Moore,4,358794
Weak Memorizing Boyer Moore,4,358794
Weak Turbo Boyer Moore,4,358794
Weak Boyer Moore,4,358981
Weak Memorizing Boyer Moore,4,358981
Weak Turbo Boyer Moore,4,358981
Weak Boyer Moore,4,358604
Weak Memorizing Boyer Moore,4,358604
Weak Turbo Boyer Moore,4,358604
Weak Boyer Moore,4,359405
Weak Memorizing Boyer Moore,4,359405
Weak Turbo Boyer Moore,4,359405
Weak Boyer Moore,4,358736
Weak Memorizing Boyer Moore,4,358736
Weak Turbo Boyer Moore,4,358736
Weak Boyer Moore,4,359194
Weak Memorizing Boyer Moore,4,359194
Weak Turbo Boyer Moore,4,359194
Weak Boyer Moore,4,359449
Weak Memorizing Boyer Moore,4,359449
Weak Turbo Boyer Moore,4,359449
Weak Boyer Moore,4,359031
Weak Memorizing Boyer Moore,4,359031
Weak Turbo Boyer Moore,4,359031
Weak Boyer Moore,4,358889
Weak Memorizing Boyer Moore,4,358889
Weak Turbo Boyer Moore,4,358889
Weak Boyer Moore,4,384066
Weak Memorizing Boyer Moore,4,383569
Weak Turbo Boyer Moore,4,383569
Weak Boyer Moore,4,359176
Weak Memorizing Boyer Moore,4,359176
Weak Turbo Boyer Moore,4,359176
Weak Boyer Moore,4,358556
Weak Memorizing Boyer Moore,4,358556
Weak Turbo Boyer Moore,4,358556
Weak Boyer Moore,4,357773
Weak Memorizing Boyer Moore,4,357773
Weak Turbo Boyer Moore,4,357773
Weak Boyer Moore,4,359358
Weak Memorizing Boyer Moore,4,359358
Weak Turbo Boyer Moore,4,359358
Weak Boyer Moore,4,359172
Weak Memorizing Boyer Moore,4,359172
Weak Turbo Boyer Moore,4,359172
Weak Boyer Moore,4,360179
Weak Memorizing Boyer Moore,4,360179
Weak Turbo Boyer Moore,4,360179
Weak Boyer Moore,4,358584
Weak Memorizing Boyer Moore,4,358584
Weak Turbo Boyer Moore,4,358584
Weak Boyer Moore,4,358444
Weak Memorizing Boyer Moore,4,358444
Weak Turbo Boyer Moore,4,358444
Weak Boyer Moore,4,210524
Weak Memorizing Boyer Moore,4,203422
Weak Turbo Boyer Moore,4,203422
Weak Boyer Moore,4,360190
Weak Memorizing Boyer Moore,4,360190
Weak Turbo Boyer Moore,4,360190
Weak Boyer Moore,4,358711
Weak Memorizing Boyer Moore,4,358711
Weak Turbo Boyer Moore,4,358711
Weak Boyer Moore,4,359089
Weak Memorizing Boyer Moore,4,359089
Weak Turbo Boyer Moore,4,359089
Weak Boyer Moore,4,360361
Weak Memorizing Boyer Moore,4,360361
Weak Turbo Boyer Moore,4,360361
Weak Boyer Moore,4,358814
Weak Memorizing Boyer Moore,4,358814
Weak Turbo Boyer Moore,4,358814
Weak Boyer Moore,4,359989
Weak Memorizing Boyer Moore,4,359989
Weak Turbo Boyer Moore,4,359989
Weak Boyer Moore,4,358436
Weak Memorizing Boyer Moore,4,358436
Weak Turbo Boyer Moore,4,358436
Weak Boyer Moore,4,360649
Weak Memorizing Boyer Moore,4,360649
Weak Turbo Boyer Moore,4,360649
Weak Boyer Moore,4,358534
Weak Memorizing Boyer Moore,4,358534
Weak Turbo Boyer Moore,4,358534
Weak Boyer Moore,4,358941
Weak Memorizing Boyer Moore,4,358941
Weak Turbo Boyer Moore,4,358941
Weak Boyer Moore,4,358460
Weak Memorizing Boyer Moore,4,358460
Weak Turbo Boyer Moore,4,358460
Weak Boyer Moore,4,358788
Weak Memorizing Boyer Moore,4,358788
Weak Turbo Boyer Moore,4,358788
Weak Boyer Moore,4,358806
Weak Memorizing Boyer Moore,4,358806
Weak Turbo Boyer Moore,4,358806
Weak Boyer Moore,4,358758
Weak Memorizing Boyer Moore,4,358758
Weak Turbo Boyer Moore,4,358758
Weak Boyer Moore,4,359399
Weak Memorizing Boyer Moore,4,359399
Weak Turbo Boyer Moore,4,359399
Weak Boyer Moore,4,359220
Weak Memorizing Boyer Moore,4,359220
Weak Turbo Boyer Moore,4,359220
Weak Boyer Moore,4,359526
Weak Memorizing Boyer Moore,4,359526
Weak Turbo Boyer Moore,4,359526
Weak Boyer Moore,4,360397
Weak Memorizing Boyer Moore,4,360397
Weak Turbo Boyer Moore,4,360397
Weak Boyer Moore,4,358966
Weak Memorizing Boyer Moore,4,358966
Weak Turbo Boyer Moore,4,358966
Weak Boyer Moore,4,358798
Weak Memorizing Boyer Moore,4,358798
Weak Turbo Boyer Moore,4,358798
Weak Boyer Moore,4,371118
Weak Memorizing Boyer Moore,4,371098
Weak Turbo Boyer Moore,4,371098
Weak Boyer Moore,4,358673
Weak Memorizing Boyer Moore,4,358673
Weak Turbo Boyer Moore,4,358673
Weak Boyer Moore,4,358615
Weak Memorizing Boyer Moore,4,358615
Weak Turbo Boyer Moore,4,358615
Weak Boyer Moore,4,359693
Weak Memorizing Boyer Moore,4,359693
Weak Turbo Boyer Moore,4,359693
Weak Boyer Moore,4,359528
Weak Memorizing Boyer Moore,4,359528
Weak Turbo Boyer Moore,4,359528
Weak Boyer Moore,4,358756
Weak Memorizing Boyer Moore,4,358756
Weak Turbo Boyer Moore,4,358756
Weak Boyer Moore,4,359402
Weak Memorizing Boyer Moore,4,359402
Weak Turbo Boyer Moore,4,359402
Weak Boyer Moore,4,359411
Weak Memorizing Boyer Moore,4,359411
Weak Turbo Boyer Moore,4,359411
Weak Boyer Moore,4,359082
Weak Memorizing Boyer Moore,4,359082
Weak Turbo Boyer Moore,4,359082
Weak Boyer Moore,4,358598
Weak Memorizing Boyer Moore,4,358598
Weak Turbo Boyer Moore,4,358598
Weak Boyer Moore,4,359112
Weak Memorizing Boyer Moore,4,359112
Weak Turbo Boyer Moore,4,359112
Weak Boyer Moore,5,347870
Weak Memorizing Boyer Moore,5,347870
Weak Turbo Boyer Moore,5,347870
Weak Boyer Moore,5,346401
Weak Memorizing Boyer Moore,5,346401
Weak Turbo Boyer Moore,5,346401
Weak Boyer Moore,5,348194
Weak Memorizing Boyer Moore,5,348194
Weak Turbo Boyer Moore,5,348194
Weak Boyer Moore,5,347339
Weak Memorizing Boyer Moore,5,347339
Weak Turbo Boyer Moore,5,347339
Weak Boyer Moore,5,347266
Weak Memorizing Boyer Moore,5,347266
Weak Turbo Boyer Moore,5,347266
Weak Boyer Moore,5,347589
Weak Memorizing Boyer Moore,5,347589
Weak Turbo Boyer Moore,5,347589
Weak Boyer Moore,5,348257
Weak Memorizing Boyer Moore,5,348257
Weak Turbo Boyer Moore,5,348257
Weak Boyer Moore,5,347576
Weak Memorizing Boyer Moore,5,347576
Weak Turbo Boyer Moore,5,347576
Weak Boyer Moore,5,359976
Weak Memorizing Boyer Moore,5,359976
Weak Turbo Boyer Moore,5,359976
Weak Boyer Moore,5,347631
Weak Memorizing Boyer Moore,5,347631
Weak Turbo Boyer Moore,5,347631
Weak Boyer Moore,5,348128
Weak Memorizing Boyer Moore,5,348128
Weak Turbo Boyer Moore,5,348128
Weak Boyer Moore,5,347625
Weak Memorizing Boyer Moore,5,347625
Weak Turbo Boyer Moore,5,347625
Weak Boyer Moore,5,345925
Weak Memorizing Boyer Moore,5,345925
Weak Turbo Boyer Moore,5,345925
Weak Boyer Moore,5,346431
Weak Memorizing Boyer Moore,5,346431
Weak Turbo Boyer Moore,5,346431
Weak Boyer Moore,5,346793
Weak Memorizing Boyer Moore,5,346793
Weak Turbo Boyer Moore,5,346793
Weak Boyer Moore,5,346067
Weak Memorizing Boyer Moore,5,346067
Weak Turbo Boyer Moore,5,346067
Weak Boyer Moore,5,346512
Weak Memorizing Boyer Moore,5,346512
Weak Turbo Boyer Moore,5,346512
Weak Boyer Moore,5,348318
Weak Memorizing Boyer Moore,5,348318
Weak Turbo Boyer Moore,5,348318
Weak Boyer Moore,5,346743
Weak Memorizing Boyer Moore,5,346743
Weak Turbo Boyer Moore,5,346743
Weak Boyer Moore,5,346673
Weak Memorizing Boyer Moore,5,346673
Weak Turbo Boyer Moore,5,346673
Weak Boyer Moore,5,358707
Weak Memorizing Boyer Moore,5,358707
Weak Turbo Boyer Moore,5,358707
Weak Boyer Moore,5,347125
Weak Memorizing Boyer Moore,5,347125
Weak Turbo Boyer Moore,5,347125
Weak Boyer Moore,5,346559
Weak Memorizing Boyer Moore,5,346559
Weak Turbo Boyer Moore,5,346559
Weak Boyer Moore,5,347042
Weak Memorizing Boyer Moore,5,347042
Weak Turbo Boyer Moore,5,347042
Weak Boyer Moore,5,347349
Weak Memorizing Boyer Moore,5,347349
Weak Turbo Boyer Moore,5,347349
Weak Boyer Moore,5,348144
Weak Memorizing Boyer Moore,5,348144
Weak Turbo Boyer Moore,5,348144
Weak Boyer Moore,5,346950
Weak Memorizing Boyer Moore,5,346950
Weak Turbo Boyer Moore,5,346950
Weak Boyer Moore,5,346638
Weak Memorizing Boyer Moore,5,346638
Weak Turbo Boyer Moore,5,346638
Weak Boyer Moore,5,347522
Weak Memorizing Boyer Moore,5,347522
Weak Turbo Boyer Moore,5,347522
Weak Boyer Moore,5,347457
Weak Memorizing Boyer Moore,5,347457
Weak Turbo Boyer Moore,5,347457
Weak Boyer Moore,5,346125
Weak Memorizing Boyer Moore,5,346125
Weak Turbo Boyer Moore,5,346125
Weak Boyer Moore,5,346899
Weak Memorizing Boyer Moore,5,346899
Weak Turbo Boyer Moore,5,346899
Weak Boyer Moore,5,209696
Weak Memorizing Boyer Moore,5,202757
Weak Turbo Boyer Moore,5,202757
Weak Boyer Moore,5,347947
Weak Memorizing Boyer Moore,5,347947
Weak Turbo Boyer Moore,5,347947
Weak Boyer Moore,5,346982
Weak Memorizing Boyer Moore,5,346982
Weak Turbo Boyer Moore,5,346982
Weak Boyer Moore,5,347449
Weak Memorizing Boyer Moore,5,347449
Weak Turbo Boyer Moore,5,347449
Weak Boyer Moore,5,346902
Weak Memorizing Boyer Moore,5,346902
Weak Turbo Boyer Moore,5,346902
Weak Boyer Moore,5,370549
Weak Memorizing Boyer Moore,5,370523
Weak Turbo Boyer Moore,5,370523
Weak Boyer Moore,5,359430
Weak Memorizing Boyer Moore,5,359429
Weak Turbo Boyer Moore,5,359429
Weak Boyer Moore,5,347366
Weak Memorizing Boyer Moore,5,347366
Weak Turbo Boyer Moore,5,347366
Weak Boyer Moore,5,347299
Weak Memorizing Boyer Moore,5,347299
Weak Turbo Boyer Moore,5,347299
Weak Boyer Moore,5,348383
Weak Memorizing Boyer Moore,5,348383
Weak Turbo Boyer Moore,5,348383
Weak Boyer Moore,5,346634
Weak Memorizing Boyer Moore,5,346634
Weak Turbo Boyer Moore,5,346634
Weak Boyer Moore,5,347982
Weak Memorizing Boyer Moore,5,347982
Weak Turbo Boyer Moore,5,347982
Weak Boyer Moore,5,348105
Weak Memorizing Boyer Moore,5,348105
Weak Turbo Boyer Moore,5,348105
Weak Boyer Moore,5,346632
Weak Memorizing Boyer Moore,5,346632
Weak Turbo Boyer Moore,5,346632
Weak Boyer Moore,5,347350
Weak Memorizing Boyer Moore,5,347350
Weak Turbo Boyer Moore,5,347350
Weak Boyer Moore,5,347454
Weak Memorizing Boyer Moore,5,347454
Weak Turbo Boyer Moore,5,347454
Weak Boyer Moore,5,347663
Weak Memorizing Boyer Moore,5,347663
Weak Turbo Boyer Moore,5,347663
Weak Boyer Moore,5,346943
Weak Memorizing Boyer Moore,5,346943
Weak Turbo Boyer Moore,5,346943
Weak Boyer Moore,5,347431
Weak Memorizing Boyer Moore,5,347431
Weak Turbo Boyer Moore,5,347431
Weak Boyer Moore,5,347853
Weak Memorizing Boyer Moore,5,347853
Weak Turbo Boyer Moore,5,347853
Weak Boyer Moore,5,346649
Weak Memorizing Boyer Moore,5,346649
Weak Turbo Boyer Moore,5,346649
Weak Boyer Moore,5,348213
Weak Memorizing Boyer Moore,5,348213
Weak Turbo Boyer Moore,5,348213
Weak Boyer Moore,5,348059
Weak Memorizing Boyer Moore,5,348059
Weak Turbo Boyer Moore,5,348059
Weak Boyer Moore,5,346658
Weak Memorizing Boyer Moore,5,346658
Weak Turbo Boyer Moore,5,346658
Weak Boyer Moore,5,347560
Weak Memorizing Boyer Moore,5,347560
Weak Turbo Boyer Moore,5,347560
Weak Boyer Moore,5,358995
Weak Memorizing Boyer Moore,5,358995
Weak Turbo Boyer Moore,5,358995
Weak Boyer Moore,5,209823
Weak Memorizing Boyer Moore,5,202855
Weak Turbo Boyer Moore,5,202855
Weak Boyer Moore,5,347628
Weak Memorizing Boyer Moore,5,347628
Weak Turbo Boyer Moore,5,347628
Weak Boyer Moore,5,346685
Weak Memorizing Boyer Moore,5,346685
Weak Turbo Boyer Moore,5,346685
Weak Boyer Moore,5,346897
Weak Memorizing Boyer Moore,5,346897
Weak Turbo Boyer Moore,5,346897
Weak Boyer Moore,5,346689
Weak Memorizing Boyer Moore,5,346689
Weak Turbo Boyer Moore,5,346689
Weak Boyer Moore,5,347902
Weak Memorizing Boyer Moore,5,347902
Weak Turbo Boyer Moore,5,347902
Weak Boyer Moore,5,347813
Weak Memorizing Boyer Moore,5,347813
Weak Turbo Boyer Moore,5,347813
Weak Boyer Moore,5,347864
Weak Memorizing Boyer Moore,5,347864
Weak Turbo Boyer Moore,5,347864
Weak Boyer Moore,5,348002
Weak Memorizing Boyer Moore,5,348002
Weak Turbo Boyer Moore,5,348002
Weak Boyer Moore,5,346821
Weak Memorizing Boyer Moore,5,346821
Weak Turbo Boyer Moore,5,346821
Weak Boyer Moore,5,371670
Weak Memorizing Boyer Moore,5,371650
Weak Turbo Boyer Moore,5,371650
Weak Boyer Moore,5,346944
Weak Memorizing Boyer Moore,5,346944
Weak Turbo Boyer Moore,5,346944
Weak Boyer Moore,5,347219
Weak Memorizing Boyer Moore,5,347219
Weak Turbo Boyer Moore,5,347219
Weak Boyer Moore,5,347250
Weak Memorizing Boyer Moore,5,347250
Weak Turbo Boyer Moore,5,347250
Weak Boyer Moore,5,345965
Weak Memorizing Boyer Moore,5,345965
Weak Turbo Boyer Moore,5,345965
Weak Boyer Moore,5,346805
Weak Memorizing Boyer Moore,5,346805
Weak Turbo Boyer Moore,5,346805
Weak Boyer Moore,5,346231
Weak Memorizing Boyer Moore,5,346231
Weak Turbo Boyer Moore,5,346231
Weak Boyer Moore,5,347703
Weak Memorizing Boyer Moore,5,347703
Weak Turbo Boyer Moore,5,347703
Weak Boyer Moore,5,346905
Weak Memorizing Boyer Moore,5,346905
Weak Turbo Boyer Moore,5,346905
Weak Boyer Moore,5,346562
Weak Memorizing Boyer Moore,5,346562
Weak Turbo Boyer Moore,5,346562
Weak Boyer Moore,5,359329
Weak Memorizing Boyer Moore,5,359329
Weak Turbo Boyer Moore,5,359329
Weak Boyer Moore,5,346084
Weak Memorizing Boyer Moore,5,346084
Weak Turbo Boyer Moore,5,346084
Weak Boyer Moore,5,346846
Weak Memorizing Boyer Moore,5,346846
Weak Turbo Boyer Moore,5,346846
Weak Boyer Moore,5,346185
Weak Memorizing Boyer Moore,5,346185
Weak Turbo Boyer Moore,5,346185
Weak Boyer Moore,5,383783
Weak Memorizing Boyer Moore,5,383240
Weak Turbo Boyer Moore,5,383240
Weak Boyer Moore,5,347076
Weak Memorizing Boyer Moore,5,347076
Weak Turbo Boyer Moore,5,347076
Weak Boyer Moore,5,346364
Weak Memorizing Boyer Moore,5,346364
Weak Turbo Boyer Moore,5,346364
Weak Boyer Moore,5,346936
Weak Memorizing Boyer Moore,5,346936
Weak Turbo Boyer Moore,5,346936
Weak Boyer Moore,5,346355
Weak Memorizing Boyer Moore,5,346355
Weak Turbo Boyer Moore,5,346355
Weak Boyer Moore,5,347443
Weak Memorizing Boyer Moore,5,347443
Weak Turbo Boyer Moore,5,347443
Weak Boyer Moore,5,346412
Weak Memorizing Boyer Moore,5,346412
Weak Turbo Boyer Moore,5,346412
Weak Boyer Moore,5,347812
Weak Memorizing Boyer Moore,5,347812
Weak Turbo Boyer Moore,5,347812
Weak Boyer Moore,5,346928
Weak Memorizing Boyer Moore,5,346928
Weak Turbo Boyer Moore,5,346928
Weak Boyer Moore,5,346843
Weak Memorizing Boyer Moore,5,346843
Weak Turbo Boyer Moore,5,346843
Weak Boyer Moore,5,347709
Weak Memorizing Boyer Moore,5,347709
Weak Turbo Boyer Moore,5,347709
Weak Boyer Moore,5,347018
Weak Memorizing Boyer Moore,5,347018
Weak Turbo Boyer Moore,5,347018
Weak Boyer Moore,5,346553
Weak Memorizing Boyer Moore,5,346553
Weak Turbo Boyer Moore,5,346553
Weak Boyer Moore,5,347458
Weak Memorizing Boyer Moore,5,347458
Weak Turbo Boyer Moore,5,347458
Weak Boyer Moore,5,346751
Weak Memorizing Boyer Moore,5,346751
Weak Turbo Boyer Moore,5,346751
Weak Boyer Moore,5,347665
Weak Memorizing Boyer Moore,5,347665
Weak Turbo Boyer Moore,5,347665
Weak Boyer Moore,5,347828
Weak Memorizing Boyer Moore,5,347828
Weak Turbo Boyer Moore,5,347828
Weak Boyer Moore,5,347790
Weak Memorizing Boyer Moore,5,347790
Weak Turbo Boyer Moore,5,347790
Weak Boyer Moore,6,335828
Weak Memorizing Boyer Moore,6,335828
Weak Turbo Boyer Moore,6,335828
Weak Boyer Moore,6,336360
Weak Memorizing Boyer Moore,6,336360
Weak Turbo Boyer Moore,6,336360
Weak Boyer Moore,6,371245
Weak Memorizing Boyer Moore,6,371229
Weak Turbo Boyer Moore,6,371229
Weak Boyer Moore,6,335766
Weak Memorizing Boyer Moore,6,335766
Weak Turbo Boyer Moore,6,335766
Weak Boyer Moore,6,208706
Weak Memorizing Boyer Moore,6,201906
Weak Turbo Boyer Moore,6,201906
Weak Boyer Moore,6,348346
Weak Memorizing Boyer Moore,6,348346
Weak Turbo Boyer Moore,6,348346
Weak Boyer Moore,6,336673
Weak Memorizing Boyer Moore,6,336673
Weak Turbo Boyer Moore,6,336673
Weak Boyer Moore,6,336300
Weak Memorizing Boyer Moore,6,336300
Weak Turbo Boyer Moore,6,336300
Weak Boyer Moore,6,335792
Weak Memorizing Boyer Moore,6,335792
Weak Turbo Boyer Moore,6,335792
Weak Boyer Moore,6,336999
Weak Memorizing Boyer Moore,6,336999
Weak Turbo Boyer Moore,6,336999
Weak Boyer Moore,6,335512
Weak Memorizing Boyer Moore,6,335512
Weak Turbo Boyer Moore,6,335512
Weak Boyer Moore,6,336325
Weak Memorizing Boyer Moore,6,336325
Weak Turbo Boyer Moore,6,336325
Weak Boyer Moore,6,357872
Weak Memorizing Boyer Moore,6,357872
Weak Turbo Boyer Moore,6,357872
Weak Boyer Moore,6,347745
Weak Memorizing Boyer Moore,6,347745
Weak Turbo Boyer Moore,6,347745
Weak Boyer Moore,6,336700
Weak Memorizing Boyer Moore,6,336700
Weak Turbo Boyer Moore,6,336700
Weak Boyer Moore,6,336343
Weak Memorizing Boyer Moore,6,336343
Weak Turbo Boyer Moore,6,336343
Weak Boyer Moore,6,336098
Weak Memorizing Boyer Moore,6,336098
Weak Turbo Boyer Moore,6,336098
Weak Boyer Moore,6,335698
Weak Memorizing Boyer Moore,6,335698
Weak Turbo Boyer Moore,6,335698
Weak Boyer Moore,6,335781
Weak Memorizing Boyer Moore,6,335781
Weak Turbo Boyer Moore,6,335781
Weak Boyer Moore,6,209455
Weak Memorizing Boyer Moore,6,202507
Weak Turbo Boyer Moore,6,202507
Weak Boyer Moore,6,335171
Weak Memorizing Boyer Moore,6,335171
Weak Turbo Boyer Moore,6,335171
Weak Boyer Moore,6,336753
Weak Memorizing Boyer Moore,6,336753
Weak Turbo Boyer Moore,6,336753
Weak Boyer Moore,6,336409
Weak Memorizing Boyer Moore,6,336409
Weak Turbo Boyer Moore,6,336409
Weak Boyer Moore,6,336408
Weak Memorizing Boyer Moore,6,336408
Weak Turbo Boyer Moore,6,336408
Weak Boyer Moore,6,335171
Weak Memorizing Boyer Moore,6,335171
Weak Turbo Boyer Moore,6,335171
Weak Boyer Moore,6,336557
Weak Memorizing Boyer Moore,6,336557
Weak Turbo Boyer Moore,6,336557
Weak Boyer Moore,6,356803
Weak Memorizing Boyer Moore,6,356803
Weak Turbo Boyer Moore,6,356803
Weak Boyer Moore,6,335736
Weak Memorizing Boyer Moore,6,335736
Weak Turbo Boyer Moore,6,335736
Weak Boyer Moore,6,358302
Weak Memorizing Boyer Moore,6,358301
Weak Turbo Boyer Moore,6,358301
Weak Boyer Moore,6,369996
Weak Memorizing Boyer Moore,6,369976
Weak Turbo Boyer Moore,6,369976
Weak Boyer Moore,6,336013
Weak Memorizing Boyer Moore,6,336013
Weak Turbo Boyer Moore,6,336013
Weak Boyer Moore,6,336495
Weak Memorizing Boyer Moore,6,336495
Weak Turbo Boyer Moore,6,336495
Weak Boyer Moore,6,335999
Weak Memorizing Boyer Moore,6,335999
Weak Turbo Boyer Moore,6,335999
Weak Boyer Moore,6,335762
Weak Memorizing Boyer Moore,6,335762
Weak Turbo Boyer Moore,6,335762
Weak Boyer Moore,6,336649
Weak Memorizing Boyer Moore,6,336649
Weak Turbo Boyer Moore,6,336649
Weak Boyer Moore,6,334692
Weak Memorizing Boyer Moore,6,334692
Weak Turbo Boyer Moore,6,334692
Weak Boyer Moore,6,335819
Weak Memorizing Boyer Moore,6,335819
Weak Turbo Boyer Moore,6,335819
Weak Boyer Moore,6,358088
Weak Memorizing Boyer Moore,6,358088
Weak Turbo Boyer Moore,6,358088
Weak Boyer Moore,6,335362
Weak Memorizing Boyer Moore,6,335362
Weak Turbo Boyer Moore,6,335362
Weak Boyer Moore,6,335434
Weak Memorizing Boyer Moore,6,335434
Weak Turbo Boyer Moore,6,335434
Weak Boyer Moore,6,371655
Weak Memorizing Boyer Moore,6,371634
Weak Turbo Boyer Moore,6,371634
Weak Boyer Moore,6,335844
Weak Memorizing Boyer Moore,6,335844
Weak Turbo Boyer Moore,6,335844
Weak Boyer Moore,6,336822
Weak Memorizing Boyer Moore,6,336822
Weak Turbo Boyer Moore,6,336822
Weak Boyer Moore,6,335537
Weak Memorizing Boyer Moore,6,335537
Weak Turbo Boyer Moore,6,335537
Weak Boyer Moore,6,209086
Weak Memorizing Boyer Moore,6,202127
Weak Turbo Boyer Moore,6,202127
Weak Boyer Moore,6,346907
Weak Memorizing Boyer Moore,6,346907
Weak Turbo Boyer Moore,6,346907
Weak Boyer Moore,6,334846
Weak Memorizing Boyer Moore,6,334846
Weak Turbo Boyer Moore,6,334846
Weak Boyer Moore,6,382550
Weak Memorizing Boyer Moore,6,382051
Weak Turbo Boyer Moore,6,382051
Weak Boyer Moore,6,337028
Weak Memorizing Boyer Moore,6,337028
Weak Turbo Boyer Moore,6,337028
Weak Boyer Moore,6,334662
Weak Memorizing Boyer Moore,6,334662
Weak Turbo Boyer Moore,6,334662
Weak Boyer Moore,6,336668
Weak Memorizing Boyer Moore,6,336668
Weak Turbo Boyer Moore,6,336668
Weak Boyer Moore,6,335902
Weak Memorizing Boyer Moore,6,335902
Weak Turbo Boyer Moore,6,335902
Weak Boyer Moore,6,336234
Weak Memorizing Boyer Moore,6,336234
Weak Turbo Boyer Moore,6,336234
Weak Boyer Moore,6,335860
Weak Memorizing Boyer Moore,6,335860
Weak Turbo Boyer Moore,6,335860
Weak Boyer Moore,6,335844
Weak Memorizing Boyer Moore,6,335844
Weak Turbo Boyer Moore,6,335844
Weak Boyer Moore,6,336133
Weak Memorizing Boyer Moore,6,336133
Weak Turbo Boyer Moore,6,336133
Weak Boyer Moore,6,209489
Weak Memorizing Boyer Moore,6,202461
Weak Turbo Boyer Moore,6,202461
Weak Boyer Moore,6,335731
Weak Memorizing Boyer Moore,6,335731
Weak Turbo Boyer Moore,6,335731
Weak Boyer Moore,6,209453
Weak Memorizing Boyer Moore,6,202505
Weak Turbo Boyer Moore,6,202505
Weak Boyer Moore,6,357624
Weak Memorizing Boyer Moore,6,357624
Weak Turbo Boyer Moore,6,357624
Weak Boyer Moore,6,336462
Weak Memorizing Boyer Moore,6,336462
Weak Turbo Boyer Moore,6,336462
Weak Boyer Moore,6,336230
Weak Memorizing Boyer Moore,6,336230
Weak Turbo Boyer Moore,6,336230
Weak Boyer Moore,6,335456
Weak Memorizing Boyer Moore,6,335456
Weak Turbo Boyer Moore,6,335456
Weak Boyer Moore,6,336505
Weak Memorizing Boyer Moore,6,336505
Weak Turbo Boyer Moore,6,336505
Weak Boyer Moore,6,335665
Weak Memorizing Boyer Moore,6,335665
Weak Turbo Boyer Moore,6,335665
Weak Boyer Moore,6,335641
Weak Memorizing Boyer Moore,6,335641
Weak Turbo Boyer Moore,6,335641
Weak Boyer Moore,6,209263
Weak Memorizing Boyer Moore,6,202328
Weak Turbo Boyer Moore,6,202328
Weak Boyer Moore,6,335441
Weak Memorizing Boyer Moore,6,335441
Weak Turbo Boyer Moore,6,335441
Weak Boyer Moore,6,336561
Weak Memorizing Boyer Moore,6,336561
Weak Turbo Boyer Moore,6,336561
Weak Boyer Moore,6,334917
Weak Memorizing Boyer Moore,6,334917
Weak Turbo Boyer Moore,6,334917
Weak Boyer Moore,6,335695
Weak Memorizing Boyer Moore,6,335695
Weak Turbo Boyer Moore,6,335695
Weak Boyer Moore,6,336863
Weak Memorizing Boyer Moore,6,336863
Weak Turbo Boyer Moore,6,336863
Weak Boyer Moore,6,335651
Weak Memorizing Boyer Moore,6,335651
Weak Turbo Boyer Moore,6,335651
Weak Boyer Moore,6,336715
Weak Memorizing Boyer Moore,6,336715
Weak Turbo Boyer Moore,6,336715
Weak Boyer Moore,6,371590
Weak Memorizing Boyer Moore,6,371572
Weak Turbo Boyer Moore,6,371572
Weak Boyer Moore,6,335793
Weak Memorizing Boyer Moore,6,335793
Weak Turbo Boyer Moore,6,335793
Weak Boyer Moore,6,336670
Weak Memorizing Boyer Moore,6,336670
Weak Turbo Boyer Moore,6,336670
Weak Boyer Moore,6,335917
Weak Memorizing Boyer Moore,6,335917
Weak Turbo Boyer Moore,6,335917
Weak Boyer Moore,6,336138
Weak Memorizing Boyer Moore,6,336138
Weak Turbo Boyer Moore,6,336138
Weak Boyer Moore,6,335898
Weak Memorizing Boyer Moore,6,335898
Weak Turbo Boyer Moore,6,335898
Weak Boyer Moore,6,371069
Weak Memorizing Boyer Moore,6,371055
Weak Turbo Boyer Moore,6,371055
Weak Boyer Moore,6,336486
Weak Memorizing Boyer Moore,6,336486
Weak Turbo Boyer Moore,6,336486
Weak Boyer Moore,6,336874
Weak Memorizing Boyer Moore,6,336874
Weak Turbo Boyer Moore,6,336874
Weak Boyer Moore,6,348041
Weak Memorizing Boyer Moore,6,348041
Weak Turbo Boyer Moore,6,348041
Weak Boyer Moore,6,335582
Weak Memorizing Boyer Moore,6,335582
Weak Turbo Boyer Moore,6,335582
Weak Boyer Moore,6,335363
Weak Memorizing Boyer Moore,6,335363
Weak Turbo Boyer Moore,6,335363
Weak Boyer Moore,6,335865
Weak Memorizing Boyer Moore,6,335865
Weak Turbo Boyer Moore,6,335865
Weak Boyer Moore,6,336028
Weak Memorizing Boyer Moore,6,336028
Weak Turbo Boyer Moore,6,336028
Weak Boyer Moore,6,336549
Weak Memorizing Boyer Moore,6,336549
Weak Turbo Boyer Moore,6,336549
Weak Boyer Moore,6,383743
