algorithm,pattern_length,inspections
Weak Boyer Moore,5,2163586
Weak Memorizing Boyer Moore,5,2147163
Weak Turbo Boyer Moore,5,2147163
Weak Boyer Moore,5,2362743
Weak Memorizing Boyer Moore,5,2290622
Weak Turbo Boyer Moore,5,2290622
Weak Boyer Moore,5,1806991
Weak Memorizing Boyer Moore,5,1620614
Weak Turbo Boyer Moore,5,1620614
Weak Boyer Moore,5,1938772
Weak Memorizing Boyer Moore,5,1925342
Weak Turbo Boyer Moore,5,1856818
Weak Boyer Moore,5,735527
Weak Memorizing Boyer Moore,5,712451
Weak Turbo Boyer Moore,5,712451
Weak Boyer Moore,5,1802212
Weak Memorizing Boyer Moore,5,1802212
Weak Turbo Boyer Moore,5,1802212
Weak Boyer Moore,5,1934593
Weak Memorizing Boyer Moore,5,1921667
Weak Turbo Boyer Moore,5,1852765
Weak Boyer Moore,5,2271615
Weak Memorizing Boyer Moore,5,2252613
Weak Turbo Boyer Moore,5,2252613
Weak Boyer Moore,5,2492883
Weak Memorizing Boyer Moore,5,2414375
Weak Turbo Boyer Moore,5,2414375
Weak Boyer Moore,5,1800007
Weak Memorizing Boyer Moore,5,1800007
Weak Turbo Boyer Moore,5,1800007
Weak Boyer Moore,5,1801029
Weak Memorizing Boyer Moore,5,1801029
Weak Turbo Boyer Moore,5,1801029
Weak Boyer Moore,5,1800825
Weak Memorizing Boyer Moore,5,1800825
Weak Turbo Boyer Moore,5,1800825
Weak Boyer Moore,5,2361288
Weak Memorizing Boyer Moore,5,2289514
Weak Turbo Boyer Moore,5,2289514
Weak Boyer Moore,5,1887917
Weak Memorizing Boyer Moore,5,1690992
Weak Turbo Boyer Moore,5,1690992
Weak Boyer Moore,5,1802268
Weak Memorizing Boyer Moore,5,1802268
Weak Turbo Boyer Moore,5,1802268
Weak Boyer Moore,5,2164087
Weak Memorizing Boyer Moore,5,2147862
Weak Turbo Boyer Moore,5,2147862
Weak Boyer Moore,5,1976282
Weak Memorizing Boyer Moore,5,1757639
Weak Turbo Boyer Moore,5,1757639
Weak Boyer Moore,5,1802555
Weak Memorizing Boyer Moore,5,1802555
Weak Turbo Boyer Moore,5,1802555
Weak Boyer Moore,5,2364947
Weak Memorizing Boyer Moore,5,2291911
Weak Turbo Boyer Moore,5,2291911
Weak Boyer Moore,5,1803229
Weak Memorizing Boyer Moore,5,1616293
Weak Turbo Boyer Moore,5,1616293
Weak Boyer Moore,5,2058411
Weak Memorizing Boyer Moore,5,2052799
Weak Turbo Boyer Moore,5,2052799
Weak Boyer Moore,5,2361089
Weak Memorizing Boyer Moore,5,2289315
Weak Turbo Boyer Moore,5,2289315
Weak Boyer Moore,5,2497166
Weak Memorizing Boyer Moore,5,2418085
Weak Turbo Boyer Moore,5,2418085
Weak Boyer Moore,5,1800992
Weak Memorizing Boyer Moore,5,1800992
Weak Turbo Boyer Moore,5,1800992
Weak Boyer Moore,5,2641745
Weak Memorizing Boyer Moore,5,2542454
Weak Turbo Boyer Moore,5,2427224
Weak Boyer Moore,5,1802155
Weak Memorizing Boyer Moore,5,1802155
Weak Turbo Boyer Moore,5,1802155
Weak Boyer Moore,5,1800251
Weak Memorizing Boyer Moore,5,1800251
Weak Turbo Boyer Moore,5,1800251
Weak Boyer Moore,5,1803780
Weak Memorizing Boyer Moore,5,1616844
Weak Turbo Boyer Moore,5,1616844
Weak Boyer Moore,5,1301938
Weak Memorizing Boyer Moore,5,1196206
Weak Turbo Boyer Moore,5,1196206
Weak Boyer Moore,5,1803436
Weak Memorizing Boyer Moore,5,1616500
Weak Turbo Boyer Moore,5,1616500
Weak Boyer Moore,5,2059278
Weak Memorizing Boyer Moore,5,2053654
Weak Turbo Boyer Moore,5,2053654
Weak Boyer Moore,5,1803365
Weak Memorizing Boyer Moore,5,1803365
Weak Turbo Boyer Moore,5,1803365
Weak Boyer Moore,5,2493900
Weak Memorizing Boyer Moore,5,2415560
Weak Turbo Boyer Moore,5,2415560
Weak Boyer Moore,5,1804417
Weak Memorizing Boyer Moore,5,1617282
Weak Turbo Boyer Moore,5,1617282
Weak Boyer Moore,5,1799509
Weak Memorizing Boyer Moore,5,1799509
Weak Turbo Boyer Moore,5,1799509
Weak Boyer Moore,5,2163020
Weak Memorizing Boyer Moore,5,2146561
Weak Turbo Boyer Moore,5,2146561
Weak Boyer Moore,5,2059154
Weak Memorizing Boyer Moore,5,2053748
Weak Turbo Boyer Moore,5,2053748
Weak Boyer Moore,5,1802606
Weak Memorizing Boyer Moore,5,1802606
Weak Turbo Boyer Moore,5,1802606
Weak Boyer Moore,5,1800888
Weak Memorizing Boyer Moore,5,1800888
Weak Turbo Boyer Moore,5,1800888
Weak Boyer Moore,5,2268460
Weak Memorizing Boyer Moore,5,2249381
Weak Turbo Boyer Moore,5,2249381
Weak Boyer Moore,5,1801985
Weak Memorizing Boyer Moore,5,1801985
Weak Turbo Boyer Moore,5,1801985
Weak Boyer Moore,5,2058623
Weak Memorizing Boyer Moore,5,2052963
Weak Turbo Boyer Moore,5,2052963
Weak Boyer Moore,5,1800177
Weak Memorizing Boyer Moore,5,1613734
Weak Turbo Boyer Moore,5,1613734
Weak Boyer Moore,5,2354108
Weak Memorizing Boyer Moore,5,2281573
Weak Turbo Boyer Moore,5,2281573
Weak Boyer Moore,5,1302768
Weak Memorizing Boyer Moore,5,1196969
Weak Turbo Boyer Moore,5,1196969
Weak Boyer Moore,5,2271026
Weak Memorizing Boyer Moore,5,2251850
Weak Turbo Boyer Moore,5,2251850
Weak Boyer Moore,5,1802818
Weak Memorizing Boyer Moore,5,1802818
Weak Turbo Boyer Moore,5,1802818
Weak Boyer Moore,5,1807078
Weak Memorizing Boyer Moore,5,1620701
Weak Turbo Boyer Moore,5,1620701
Weak Boyer Moore,6,2247063
Weak Memorizing Boyer Moore,6,2177964
Weak Turbo Boyer Moore,6,2177964
Weak Boyer Moore,6,1604597
Weak Memorizing Boyer Moore,6,1604597
Weak Turbo Boyer Moore,6,1604597
Weak Boyer Moore,6,1807567
Weak Memorizing Boyer Moore,6,1798169
Weak Turbo Boyer Moore,6,1790077
Weak Boyer Moore,6,1289105
Weak Memorizing Boyer Moore,6,1184881
Weak Turbo Boyer Moore,6,1184881
Weak Boyer Moore,6,940770
Weak Memorizing Boyer Moore,6,900566
Weak Turbo Boyer Moore,6,900566
Weak Boyer Moore,6,1803472
Weak Memorizing Boyer Moore,6,1802213
Weak Turbo Boyer Moore,6,1802213
Weak Boyer Moore,6,2067248
Weak Memorizing Boyer Moore,6,2051875
Weak Turbo Boyer Moore,6,2051875
Weak Boyer Moore,6,2166340
Weak Memorizing Boyer Moore,6,2149685
Weak Turbo Boyer Moore,6,2149685
Weak Boyer Moore,6,1602739
Weak Memorizing Boyer Moore,6,1602739
Weak Turbo Boyer Moore,6,1602739
Weak Boyer Moore,6,1603121
Weak Memorizing Boyer Moore,6,1603121
Weak Turbo Boyer Moore,6,1603121
Weak Boyer Moore,6,1942033
Weak Memorizing Boyer Moore,6,1729395
Weak Turbo Boyer Moore,6,1729395
Weak Boyer Moore,6,1731364
Weak Memorizing Boyer Moore,6,1552353
Weak Turbo Boyer Moore,6,1552353
Weak Boyer Moore,6,1751074
Weak Memorizing Boyer Moore,6,1708608
Weak Turbo Boyer Moore,6,1659686
Weak Boyer Moore,6,2238771
Weak Memorizing Boyer Moore,6,2169831
Weak Turbo Boyer Moore,6,2169831
Weak Boyer Moore,6,1724373
Weak Memorizing Boyer Moore,6,1545855
Weak Turbo Boyer Moore,6,1545855
Weak Boyer Moore,6,1877969
Weak Memorizing Boyer Moore,6,1867864
Weak Turbo Boyer Moore,6,1858731
Weak Boyer Moore,6,1970985
Weak Memorizing Boyer Moore,6,1966949
Weak Turbo Boyer Moore,6,1966949
Weak Boyer Moore,6,2271893
Weak Memorizing Boyer Moore,6,2251071
Weak Turbo Boyer Moore,6,2163255
Weak Boyer Moore,6,1808985
Weak Memorizing Boyer Moore,6,1621424
Weak Turbo Boyer Moore,6,1621424
Weak Boyer Moore,6,1603943
Weak Memorizing Boyer Moore,6,1603943
Weak Turbo Boyer Moore,6,1603943
Weak Boyer Moore,6,1802861
Weak Memorizing Boyer Moore,6,1801652
Weak Turbo Boyer Moore,6,1801652
Weak Boyer Moore,6,1605110
Weak Memorizing Boyer Moore,6,1605110
Weak Turbo Boyer Moore,6,1605110
Weak Boyer Moore,6,940410
Weak Memorizing Boyer Moore,6,900208
Weak Turbo Boyer Moore,6,900208
Weak Boyer Moore,6,1970285
Weak Memorizing Boyer Moore,6,1966242
Weak Turbo Boyer Moore,6,1966242
Weak Boyer Moore,6,1603778
Weak Memorizing Boyer Moore,6,1603778
Weak Turbo Boyer Moore,6,1603778
Weak Boyer Moore,6,1604900
Weak Memorizing Boyer Moore,6,1604900
Weak Turbo Boyer Moore,6,1604900
Weak Boyer Moore,6,1804964
Weak Memorizing Boyer Moore,6,1803743
Weak Turbo Boyer Moore,6,1803743
Weak Boyer Moore,6,1805524
Weak Memorizing Boyer Moore,6,1618127
Weak Turbo Boyer Moore,6,1618127
Weak Boyer Moore,6,1972878
Weak Memorizing Boyer Moore,6,1968809
Weak Turbo Boyer Moore,6,1968809
Weak Boyer Moore,6,1289037
Weak Memorizing Boyer Moore,6,1184813
Weak Turbo Boyer Moore,6,1184813
Weak Boyer Moore,6,2246645
Weak Memorizing Boyer Moore,6,2178032
Weak Turbo Boyer Moore,6,2178032
Weak Boyer Moore,6,1290322
Weak Memorizing Boyer Moore,6,1185649
Weak Turbo Boyer Moore,6,1185649
Weak Boyer Moore,6,1890334
Weak Memorizing Boyer Moore,6,1886861
Weak Turbo Boyer Moore,6,1886861
Weak Boyer Moore,6,2163962
Weak Memorizing Boyer Moore,6,2147273
Weak Turbo Boyer Moore,6,2147273
Weak Boyer Moore,6,1724423
Weak Memorizing Boyer Moore,6,1545905
Weak Turbo Boyer Moore,6,1545905
Weak Boyer Moore,6,1971719
Weak Memorizing Boyer Moore,6,1967624
Weak Turbo Boyer Moore,6,1967624
Weak Boyer Moore,6,2246276
Weak Memorizing Boyer Moore,6,2178049
Weak Turbo Boyer Moore,6,2178049
Weak Boyer Moore,6,1805543
Weak Memorizing Boyer Moore,6,1796343
Weak Turbo Boyer Moore,6,1788200
Weak Boyer Moore,6,2248505
Weak Memorizing Boyer Moore,6,2179892
Weak Turbo Boyer Moore,6,2179892
Weak Boyer Moore,6,1805772
Weak Memorizing Boyer Moore,6,1618405
Weak Turbo Boyer Moore,6,1618405
Weak Boyer Moore,6,2242694
Weak Memorizing Boyer Moore,6,2173758
Weak Turbo Boyer Moore,6,2173758
Weak Boyer Moore,6,1602846
Weak Memorizing Boyer Moore,6,1602846
Weak Turbo Boyer Moore,6,1602846
Weak Boyer Moore,6,1603622
Weak Memorizing Boyer Moore,6,1603622
Weak Turbo Boyer Moore,6,1603622
Weak Boyer Moore,6,1727560
Weak Memorizing Boyer Moore,6,1548980
Weak Turbo Boyer Moore,6,1548980
Weak Boyer Moore,6,2547469
Weak Memorizing Boyer Moore,6,2455154
Weak Turbo Boyer Moore,6,2369887
Weak Boyer Moore,6,1603312
Weak Memorizing Boyer Moore,6,1603312
Weak Turbo Boyer Moore,6,1603312
Weak Boyer Moore,6,1802448
Weak Memorizing Boyer Moore,6,1801246
Weak Turbo Boyer Moore,6,1801246
Weak Boyer Moore,6,1729895
Weak Memorizing Boyer Moore,6,1550884
Weak Turbo Boyer Moore,6,1550884
Weak Boyer Moore,6,2545587
Weak Memorizing Boyer Moore,6,2453567
Weak Turbo Boyer Moore,6,2368287
Weak Boyer Moore,6,1803095
Weak Memorizing Boyer Moore,6,1801913
Weak Turbo Boyer Moore,6,1801913
Weak Boyer Moore,6,1803674
Weak Memorizing Boyer Moore,6,1802438
Weak Turbo Boyer Moore,6,1802438
Weak Boyer Moore,6,1729522
Weak Memorizing Boyer Moore,6,1551004
Weak Turbo Boyer Moore,6,1551004
Weak Boyer Moore,6,2065888
Weak Memorizing Boyer Moore,6,2050452
Weak Turbo Boyer Moore,6,2050452
Weak Boyer Moore,6,1605489
Weak Memorizing Boyer Moore,6,1605489
Weak Turbo Boyer Moore,6,1605489
Weak Boyer Moore,6,2271324
Weak Memorizing Boyer Moore,6,2250297
Weak Turbo Boyer Moore,6,2163316
Weak Boyer Moore,6,1605023
Weak Memorizing Boyer Moore,6,1605023
Weak Turbo Boyer Moore,6,1605023
Weak Boyer Moore,6,940346
Weak Memorizing Boyer Moore,6,899912
Weak Turbo Boyer Moore,6,899912
Weak Boyer Moore,6,1751105
Weak Memorizing Boyer Moore,6,1708509
Weak Turbo Boyer Moore,6,1658830
Weak Boyer Moore,6,1603404
Weak Memorizing Boyer Moore,6,1603404
Weak Turbo Boyer Moore,6,1603404
Weak Boyer Moore,6,1718533
Weak Memorizing Boyer Moore,6,1715607
Weak Turbo Boyer Moore,6,1660758
Weak Boyer Moore,6,2240092
Weak Memorizing Boyer Moore,6,2171185
Weak Turbo Boyer Moore,6,2171185
Weak Boyer Moore,6,1889764
Weak Memorizing Boyer Moore,6,1886227
Weak Turbo Boyer Moore,6,1886227
Weak Boyer Moore,6,2247281
Weak Memorizing Boyer Moore,6,2178182
Weak Turbo Boyer Moore,6,2178182
Weak Boyer Moore,6,1726680
Weak Memorizing Boyer Moore,6,1547906
Weak Turbo Boyer Moore,6,1547906
Weak Boyer Moore,6,1809501
Weak Memorizing Boyer Moore,6,1622614
Weak Turbo Boyer Moore,6,1622614
Weak Boyer Moore,6,1717776
Weak Memorizing Boyer Moore,6,1714992
Weak Turbo Boyer Moore,6,1660336
Weak Boyer Moore,6,1604763
Weak Memorizing Boyer Moore,6,1604763
Weak Turbo Boyer Moore,6,1604763
Weak Boyer Moore,6,2242644
Weak Memorizing Boyer Moore,6,2173725
Weak Turbo Boyer Moore,6,2173725
Weak Boyer Moore,6,1605019
Weak Memorizing Boyer Moore,6,1605019
Weak Turbo Boyer Moore,6,1605019
Weak Boyer Moore,6,1728591
Weak Memorizing Boyer Moore,6,1549580
Weak Turbo Boyer Moore,6,1549580
Weak Boyer Moore,6,2247123
Weak Memorizing Boyer Moore,6,2178201
Weak Turbo Boyer Moore,6,2178201
Weak Boyer Moore,6,1604227
Weak Memorizing Boyer Moore,6,1604227
Weak Turbo Boyer Moore,6,1604227
Weak Boyer Moore,6,1805607
Weak Memorizing Boyer Moore,6,1804420
Weak Turbo Boyer Moore,6,1804420
Weak Boyer Moore,6,1604274
Weak Memorizing Boyer Moore,6,1604274
Weak Turbo Boyer Moore,6,1604274
Weak Boyer Moore,6,2065545
Weak Memorizing Boyer Moore,6,2050172
Weak Turbo Boyer Moore,6,2050172
Weak Boyer Moore,6,1733341
Weak Memorizing Boyer Moore,6,1554567
Weak Turbo Boyer Moore,6,1554567
Weak Boyer Moore,6,2066681
Weak Memorizing Boyer Moore,6,2051156
Weak Turbo Boyer Moore,6,2051156
Weak Boyer Moore,6,1710506
Weak Memorizing Boyer Moore,6,1702390
Weak Turbo Boyer Moore,6,1663912
Weak Boyer Moore,6,1970868
Weak Memorizing Boyer Moore,6,1966774
Weak Turbo Boyer Moore,6,1966774
Weak Boyer Moore,6,2242610
Weak Memorizing Boyer Moore,6,2173674
Weak Turbo Boyer Moore,6,2173674
Weak Boyer Moore,6,1928835
Weak Memorizing Boyer Moore,6,1881106
Weak Turbo Boyer Moore,6,1822990
Weak Boyer Moore,6,1805882
Weak Memorizing Boyer Moore,6,1618540
Weak Turbo Boyer Moore,6,1618540
Weak Boyer Moore,6,1802087
Weak Memorizing Boyer Moore,6,1615204
Weak Turbo Boyer Moore,6,1615204
Weak Boyer Moore,6,2406167
Weak Memorizing Boyer Moore,6,2326655
Weak Turbo Boyer Moore,6,2290092
Weak Boyer Moore,6,1731236
Weak Memorizing Boyer Moore,6,1552225
Weak Turbo Boyer Moore,6,1552225
Weak Boyer Moore,6,1726221
Weak Memorizing Boyer Moore,6,1547447
Weak Turbo Boyer Moore,6,1547447
Weak Boyer Moore,6,1605983
Weak Memorizing Boyer Moore,6,1605983
Weak Turbo Boyer Moore,6,1605983
Weak Boyer Moore,6,2162048
Weak Memorizing Boyer Moore,6,2145362
Weak Turbo Boyer Moore,6,2145362
Weak Boyer Moore,6,1604393
Weak Memorizing Boyer Moore,6,1604393
Weak Turbo Boyer Moore,6,1604393
Weak Boyer Moore,6,2167097
Weak Memorizing Boyer Moore,6,2150239
Weak Turbo Boyer Moore,6,2150239
Weak Boyer Moore,6,1634051
Weak Memorizing Boyer Moore,6,1629224
Weak Turbo Boyer Moore,6,1600520
Weak Boyer Moore,6,1803457
Weak Memorizing Boyer Moore,6,1802194
Weak Turbo Boyer Moore,6,1802194
Weak Boyer Moore,6,1603451
Weak Memorizing Boyer Moore,6,1603451
Weak Turbo Boyer Moore,6,1603451
Weak Boyer Moore,6,1731600
Weak Memorizing Boyer Moore,6,1552589
Weak Turbo Boyer Moore,6,1552589
Weak Boyer Moore,6,2240789
Weak Memorizing Boyer Moore,6,2171870
Weak Turbo Boyer Moore,6,2171870
Weak Boyer Moore,6,1884581
Weak Memorizing Boyer Moore,6,1680044
Weak Turbo Boyer Moore,6,1680044
Weak Boyer Moore,6,2069213
Weak Memorizing Boyer Moore,6,2053750
Weak Turbo Boyer Moore,6,2053750
Weak Boyer Moore,6,1809535
Weak Memorizing Boyer Moore,6,1622731
Weak Turbo Boyer Moore,6,1622731
Weak Boyer Moore,6,2404772
Weak Memorizing Boyer Moore,6,2325160
Weak Turbo Boyer Moore,6,2288662
Weak Boyer Moore,6,1728701
Weak Memorizing Boyer Moore,6,1549690
Weak Turbo Boyer Moore,6,1549690
Weak Boyer Moore,7,1443527
Weak Memorizing Boyer Moore,7,1443527
Weak Turbo Boyer Moore,7,1443527
Weak Boyer Moore,7,1663383
Weak Memorizing Boyer Moore,7,1491374
Weak Turbo Boyer Moore,7,1491374
Weak Boyer Moore,7,1568624
Weak Memorizing Boyer Moore,7,1560866
Weak Turbo Boyer Moore,7,1526992
Weak Boyer Moore,7,1890145
Weak Memorizing Boyer Moore,7,1886516
Weak Turbo Boyer Moore,7,1886516
Weak Boyer Moore,7,1663939
Weak Memorizing Boyer Moore,7,1491930
Weak Turbo Boyer Moore,7,1491930
Weak Boyer Moore,7,1540181
Weak Memorizing Boyer Moore,7,1539535
Weak Turbo Boyer Moore,7,1495040
Weak Boyer Moore,7,1844060
Weak Memorizing Boyer Moore,7,1834625
Weak Turbo Boyer Moore,7,1790473
Weak Boyer Moore,7,1674589
Weak Memorizing Boyer Moore,7,1673790
Weak Turbo Boyer Moore,7,1673790
Weak Boyer Moore,7,2066436
Weak Memorizing Boyer Moore,7,2050929
Weak Turbo Boyer Moore,7,2050929
Weak Boyer Moore,7,1751705
Weak Memorizing Boyer Moore,7,1709194
Weak Turbo Boyer Moore,7,1660135
Weak Boyer Moore,7,1658250
Weak Memorizing Boyer Moore,7,1487038
Weak Turbo Boyer Moore,7,1487038
Weak Boyer Moore,7,1843552
Weak Memorizing Boyer Moore,7,1833922
Weak Turbo Boyer Moore,7,1790705
Weak Boyer Moore,7,2134736
Weak Memorizing Boyer Moore,7,2069145
Weak Turbo Boyer Moore,7,2069145
Weak Boyer Moore,7,1444619
Weak Memorizing Boyer Moore,7,1444619
Weak Turbo Boyer Moore,7,1444619
Weak Boyer Moore,7,1444559
Weak Memorizing Boyer Moore,7,1444559
Weak Turbo Boyer Moore,7,1444559
Weak Boyer Moore,7,1663700
Weak Memorizing Boyer Moore,7,1492488
Weak Turbo Boyer Moore,7,1492488
Weak Boyer Moore,7,1814757
Weak Memorizing Boyer Moore,7,1811326
Weak Turbo Boyer Moore,7,1811326
Weak Boyer Moore,7,1663641
Weak Memorizing Boyer Moore,7,1492167
Weak Turbo Boyer Moore,7,1492167
Weak Boyer Moore,7,1603970
Weak Memorizing Boyer Moore,7,1603691
Weak Turbo Boyer Moore,7,1603691
Weak Boyer Moore,7,1817089
Weak Memorizing Boyer Moore,7,1813585
Weak Turbo Boyer Moore,7,1813585
Weak Boyer Moore,7,1444071
Weak Memorizing Boyer Moore,7,1444071
Weak Turbo Boyer Moore,7,1444071
Weak Boyer Moore,7,1604518
Weak Memorizing Boyer Moore,7,1604244
Weak Turbo Boyer Moore,7,1604244
Weak Boyer Moore,7,1275955
Weak Memorizing Boyer Moore,7,1172653
Weak Turbo Boyer Moore,7,1172653
Weak Boyer Moore,7,1734029
Weak Memorizing Boyer Moore,7,1555173
Weak Turbo Boyer Moore,7,1555173
Weak Boyer Moore,7,2067338
Weak Memorizing Boyer Moore,7,2051805
Weak Turbo Boyer Moore,7,2051805
Weak Boyer Moore,7,1444349
Weak Memorizing Boyer Moore,7,1444349
Weak Turbo Boyer Moore,7,1444349
Weak Boyer Moore,7,1444769
Weak Memorizing Boyer Moore,7,1444769
Weak Turbo Boyer Moore,7,1444769
Weak Boyer Moore,7,2164806
Weak Memorizing Boyer Moore,7,2147751
Weak Turbo Boyer Moore,7,2068594
Weak Boyer Moore,7,2404964
Weak Memorizing Boyer Moore,7,2328086
Weak Turbo Boyer Moore,7,2251732
Weak Boyer Moore,7,2142115
Weak Memorizing Boyer Moore,7,2076920
Weak Turbo Boyer Moore,7,2076920
Weak Boyer Moore,7,1655574
Weak Memorizing Boyer Moore,7,1483819
Weak Turbo Boyer Moore,7,1483819
Weak Boyer Moore,7,2252957
Weak Memorizing Boyer Moore,7,2181052
Weak Turbo Boyer Moore,7,2166643
Weak Boyer Moore,7,1440947
Weak Memorizing Boyer Moore,7,1440947
Weak Turbo Boyer Moore,7,1440947
Weak Boyer Moore,7,2134977
Weak Memorizing Boyer Moore,7,2069158
Weak Turbo Boyer Moore,7,2069158
Weak Boyer Moore,7,1606386
Weak Memorizing Boyer Moore,7,1606087
Weak Turbo Boyer Moore,7,1606087
Weak Boyer Moore,7,1444928
Weak Memorizing Boyer Moore,7,1444928
Weak Turbo Boyer Moore,7,1444928
Weak Boyer Moore,7,1978031
Weak Memorizing Boyer Moore,7,1963096
Weak Turbo Boyer Moore,7,1963096
Weak Boyer Moore,7,2070656
Weak Memorizing Boyer Moore,7,2054882
Weak Turbo Boyer Moore,7,2054882
Weak Boyer Moore,7,1444809
Weak Memorizing Boyer Moore,7,1444809
Weak Turbo Boyer Moore,7,1444809
Weak Boyer Moore,7,1663947
Weak Memorizing Boyer Moore,7,1491938
Weak Turbo Boyer Moore,7,1491938
Weak Boyer Moore,7,1561937
Weak Memorizing Boyer Moore,7,1554543
Weak Turbo Boyer Moore,7,1521543
Weak Boyer Moore,7,1672440
Weak Memorizing Boyer Moore,7,1671672
Weak Turbo Boyer Moore,7,1671672
Weak Boyer Moore,7,1865331
Weak Memorizing Boyer Moore,7,1855405
Weak Turbo Boyer Moore,7,1810380
Weak Boyer Moore,7,1981326
Weak Memorizing Boyer Moore,7,1966314
Weak Turbo Boyer Moore,7,1966314
Weak Boyer Moore,7,1975810
Weak Memorizing Boyer Moore,7,1961010
Weak Turbo Boyer Moore,7,1961010
Weak Boyer Moore,7,934645
Weak Memorizing Boyer Moore,7,894493
Weak Turbo Boyer Moore,7,894493
Weak Boyer Moore,7,1661992
Weak Memorizing Boyer Moore,7,1490237
Weak Turbo Boyer Moore,7,1490237
Weak Boyer Moore,7,1978470
Weak Memorizing Boyer Moore,7,1963693
Weak Turbo Boyer Moore,7,1963693
Weak Boyer Moore,7,1672576
Weak Memorizing Boyer Moore,7,1671821
Weak Turbo Boyer Moore,7,1671821
Weak Boyer Moore,7,1660982
Weak Memorizing Boyer Moore,7,1489227
Weak Turbo Boyer Moore,7,1489227
Weak Boyer Moore,7,1620034
Weak Memorizing Boyer Moore,7,1580760
Weak Turbo Boyer Moore,7,1530426
Weak Boyer Moore,7,1444187
Weak Memorizing Boyer Moore,7,1444187
Weak Turbo Boyer Moore,7,1444187
Weak Boyer Moore,7,1656845
Weak Memorizing Boyer Moore,7,1485090
Weak Turbo Boyer Moore,7,1485090
Weak Boyer Moore,7,1740955
Weak Memorizing Boyer Moore,7,1731828
Weak Turbo Boyer Moore,7,1724460
Weak Boyer Moore,7,1444586
Weak Memorizing Boyer Moore,7,1444586
Weak Turbo Boyer Moore,7,1444586
Weak Boyer Moore,7,1604538
Weak Memorizing Boyer Moore,7,1604247
Weak Turbo Boyer Moore,7,1604247
Weak Boyer Moore,7,1673770
Weak Memorizing Boyer Moore,7,1672984
Weak Turbo Boyer Moore,7,1672984
Weak Boyer Moore,7,2141618
Weak Memorizing Boyer Moore,7,2076027
Weak Turbo Boyer Moore,7,2076027
Weak Boyer Moore,7,1664552
Weak Memorizing Boyer Moore,7,1493340
Weak Turbo Boyer Moore,7,1493340
Weak Boyer Moore,7,1905907
Weak Memorizing Boyer Moore,7,1858763
Weak Turbo Boyer Moore,7,1802408
Weak Boyer Moore,7,1675880
Weak Memorizing Boyer Moore,7,1675088
Weak Turbo Boyer Moore,7,1675088
Weak Boyer Moore,7,2139218
Weak Memorizing Boyer Moore,7,2074253
Weak Turbo Boyer Moore,7,2074253
Weak Boyer Moore,7,1275509
Weak Memorizing Boyer Moore,7,1172659
Weak Turbo Boyer Moore,7,1172659
Weak Boyer Moore,7,1732222
Weak Memorizing Boyer Moore,7,1553104
Weak Turbo Boyer Moore,7,1553104
Weak Boyer Moore,7,1974980
Weak Memorizing Boyer Moore,7,1960441
Weak Turbo Boyer Moore,7,1960441
Weak Boyer Moore,7,1674029
Weak Memorizing Boyer Moore,7,1673250
Weak Turbo Boyer Moore,7,1673250
Weak Boyer Moore,7,1444422
Weak Memorizing Boyer Moore,7,1444422
Weak Turbo Boyer Moore,7,1444422
Weak Boyer Moore,7,2066861
Weak Memorizing Boyer Moore,7,2051297
Weak Turbo Boyer Moore,7,2051297
Weak Boyer Moore,7,2247922
Weak Memorizing Boyer Moore,7,2179127
Weak Turbo Boyer Moore,7,2179127
Weak Boyer Moore,7,2131786
Weak Memorizing Boyer Moore,7,2066821
Weak Turbo Boyer Moore,7,2066821
Weak Boyer Moore,7,1672552
Weak Memorizing Boyer Moore,7,1671812
Weak Turbo Boyer Moore,7,1671812
Weak Boyer Moore,7,1816775
Weak Memorizing Boyer Moore,7,1813313
Weak Turbo Boyer Moore,7,1813313
Weak Boyer Moore,7,2069769
Weak Memorizing Boyer Moore,7,2054322
Weak Turbo Boyer Moore,7,2054322
Weak Boyer Moore,7,1977618
Weak Memorizing Boyer Moore,7,1962683
Weak Turbo Boyer Moore,7,1962683
Weak Boyer Moore,7,1658281
Weak Memorizing Boyer Moore,7,1486272
Weak Turbo Boyer Moore,7,1486272
Weak Boyer Moore,7,2142576
Weak Memorizing Boyer Moore,7,2076757
Weak Turbo Boyer Moore,7,2076757
Weak Boyer Moore,7,1444499
Weak Memorizing Boyer Moore,7,1444499
Weak Turbo Boyer Moore,7,1444499
Weak Boyer Moore,7,1605877
Weak Memorizing Boyer Moore,7,1605592
Weak Turbo Boyer Moore,7,1605592
Weak Boyer Moore,7,1726952
Weak Memorizing Boyer Moore,7,1546865
Weak Turbo Boyer Moore,7,1528261
Weak Boyer Moore,7,1657421
Weak Memorizing Boyer Moore,7,1485412
Weak Turbo Boyer Moore,7,1485412
Weak Boyer Moore,7,1444705
Weak Memorizing Boyer Moore,7,1444705
Weak Turbo Boyer Moore,7,1444705
Weak Boyer Moore,7,1603047
Weak Memorizing Boyer Moore,7,1602787
Weak Turbo Boyer Moore,7,1602787
Weak Boyer Moore,7,1817023
Weak Memorizing Boyer Moore,7,1813642
Weak Turbo Boyer Moore,7,1813642
Weak Boyer Moore,7,2069948
Weak Memorizing Boyer Moore,7,2054190
Weak Turbo Boyer Moore,7,2054190
Weak Boyer Moore,7,1444931
Weak Memorizing Boyer Moore,7,1444931
Weak Turbo Boyer Moore,7,1444931
Weak Boyer Moore,7,1729732
