algorithm,pattern_length,inspections
Weak Turbo Boyer Moore,8,2444416
Weak Boyer Moore,8,4065655
Weak Memorizing Boyer Moore,8,4046806
Weak Turbo Boyer Moore,8,4046806
Weak Boyer Moore,8,4613358
Weak Memorizing Boyer Moore,8,4388446
Weak Turbo Boyer Moore,8,4172540
Weak Boyer Moore,8,4821361
Weak Memorizing Boyer Moore,8,4429541
Weak Turbo Boyer Moore,8,4429541
Weak Boyer Moore,8,4663695
Weak Memorizing Boyer Moore,8,4108822
Weak Turbo Boyer Moore,8,3863150
Weak Boyer Moore,8,4983367
Weak Memorizing Boyer Moore,8,4521503
Weak Turbo Boyer Moore,8,4278893
Weak Boyer Moore,8,4325486
Weak Memorizing Boyer Moore,8,4186877
Weak Turbo Boyer Moore,8,3932471
Weak Boyer Moore,8,4605621
Weak Memorizing Boyer Moore,8,4040163
Weak Turbo Boyer Moore,8,4040163
Weak Boyer Moore,8,3868330
Weak Memorizing Boyer Moore,8,3444152
Weak Turbo Boyer Moore,8,3444152
Weak Boyer Moore,8,4369831
Weak Memorizing Boyer Moore,8,4250842
Weak Turbo Boyer Moore,8,4112936
Weak Boyer Moore,8,3652376
Weak Memorizing Boyer Moore,8,3488324
Weak Turbo Boyer Moore,8,3173797
Weak Boyer Moore,8,4687389
Weak Memorizing Boyer Moore,8,4295469
Weak Turbo Boyer Moore,8,4295469
Weak Boyer Moore,8,3975759
Weak Memorizing Boyer Moore,8,3683667
Weak Turbo Boyer Moore,8,3683667
Weak Boyer Moore,8,4017693
Weak Memorizing Boyer Moore,8,3806488
Weak Turbo Boyer Moore,8,3704844
Weak Boyer Moore,8,3846947
Weak Memorizing Boyer Moore,8,3741287
Weak Turbo Boyer Moore,8,3370526
Weak Boyer Moore,8,3654573
Weak Memorizing Boyer Moore,8,3203585
Weak Turbo Boyer Moore,8,3203585
Weak Boyer Moore,8,3341353
Weak Memorizing Boyer Moore,8,2961416
Weak Turbo Boyer Moore,8,2961416
Weak Boyer Moore,8,4115439
Weak Memorizing Boyer Moore,8,4084432
Weak Turbo Boyer Moore,8,4084432
Weak Boyer Moore,8,5040517
Weak Memorizing Boyer Moore,8,4673989
Weak Turbo Boyer Moore,8,4445034
Weak Boyer Moore,8,4757831
Weak Memorizing Boyer Moore,8,4352324
Weak Turbo Boyer Moore,8,4352324
Weak Boyer Moore,8,3917881
Weak Memorizing Boyer Moore,8,3625789
Weak Turbo Boyer Moore,8,3625789
Weak Boyer Moore,8,3786624
Weak Memorizing Boyer Moore,8,3606114
Weak Turbo Boyer Moore,8,3549464
Weak Boyer Moore,8,3792852
Weak Memorizing Boyer Moore,8,3637596
Weak Turbo Boyer Moore,8,3381812
Weak Boyer Moore,8,4505960
Weak Memorizing Boyer Moore,8,3934563
Weak Turbo Boyer Moore,8,3934563
Weak Boyer Moore,8,3903030
Weak Memorizing Boyer Moore,8,3478852
Weak Turbo Boyer Moore,8,3478852
Weak Boyer Moore,8,4078838
Weak Memorizing Boyer Moore,8,4022998
Weak Turbo Boyer Moore,8,4022998
Weak Boyer Moore,8,4193009
Weak Memorizing Boyer Moore,8,3826307
Weak Turbo Boyer Moore,8,3579312
Weak Boyer Moore,8,4564199
Weak Memorizing Boyer Moore,8,4136645
Weak Turbo Boyer Moore,8,4136645
Weak Boyer Moore,8,4030866
Weak Memorizing Boyer Moore,8,3738774
Weak Turbo Boyer Moore,8,3738774
Weak Boyer Moore,8,3841861
Weak Memorizing Boyer Moore,8,3735905
Weak Turbo Boyer Moore,8,3735905
Weak Boyer Moore,8,3445490
Weak Memorizing Boyer Moore,8,3445490
Weak Turbo Boyer Moore,8,3445490
Weak Boyer Moore,8,1682670
Weak Memorizing Boyer Moore,8,1473568
Weak Turbo Boyer Moore,8,1473568
Weak Boyer Moore,9,1420284
Weak Memorizing Boyer Moore,9,1299222
Weak Turbo Boyer Moore,9,1299222
Weak Boyer Moore,9,3122072
Weak Memorizing Boyer Moore,9,3122072
Weak Turbo Boyer Moore,9,3122072
Weak Boyer Moore,9,3474166
Weak Memorizing Boyer Moore,9,3383193
Weak Turbo Boyer Moore,9,3383193
Weak Boyer Moore,9,3740805
Weak Memorizing Boyer Moore,9,3472012
Weak Turbo Boyer Moore,9,3472012
Weak Boyer Moore,9,4185469
Weak Memorizing Boyer Moore,9,3807335
Weak Turbo Boyer Moore,9,3807335
Weak Boyer Moore,9,3873984
Weak Memorizing Boyer Moore,9,3536506
Weak Turbo Boyer Moore,9,3313224
Weak Boyer Moore,9,3699874
Weak Memorizing Boyer Moore,9,3653640
Weak Turbo Boyer Moore,9,3653640
Weak Boyer Moore,9,3728244
Weak Memorizing Boyer Moore,9,3325256
Weak Turbo Boyer Moore,9,3325256
Weak Boyer Moore,9,4238229
Weak Memorizing Boyer Moore,9,3725662
Weak Turbo Boyer Moore,9,3725662
Weak Boyer Moore,9,3484555
Weak Memorizing Boyer Moore,9,3343840
Weak Turbo Boyer Moore,9,3117025
Weak Boyer Moore,9,3473702
Weak Memorizing Boyer Moore,9,3312144
Weak Turbo Boyer Moore,9,3266608
Weak Boyer Moore,9,3638030
Weak Memorizing Boyer Moore,9,3369237
Weak Turbo Boyer Moore,9,3369237
Weak Boyer Moore,9,4366262
Weak Memorizing Boyer Moore,9,4008615
Weak Turbo Boyer Moore,9,4008615
Weak Boyer Moore,9,4798249
Weak Memorizing Boyer Moore,9,4452130
Weak Turbo Boyer Moore,9,4252544
Weak Boyer Moore,9,3747807
Weak Memorizing Boyer Moore,9,3723403
Weak Turbo Boyer Moore,9,3723403
Weak Boyer Moore,9,3270026
Weak Memorizing Boyer Moore,9,2898996
Weak Turbo Boyer Moore,9,2898996
Weak Boyer Moore,9,3669156
Weak Memorizing Boyer Moore,9,3210154
Weak Turbo Boyer Moore,9,3210154
Weak Boyer Moore,9,3279419
Weak Memorizing Boyer Moore,9,3227123
Weak Turbo Boyer Moore,9,3052882
Weak Boyer Moore,9,3665647
Weak Memorizing Boyer Moore,9,3477325
Weak Turbo Boyer Moore,9,3398569
Weak Boyer Moore,9,3690079
Weak Memorizing Boyer Moore,9,3421286
Weak Turbo Boyer Moore,9,3421286
Weak Boyer Moore,9,4307303
Weak Memorizing Boyer Moore,9,3961140
Weak Turbo Boyer Moore,9,3961140
Weak Boyer Moore,9,3438617
Weak Memorizing Boyer Moore,9,3284885
Weak Turbo Boyer Moore,9,2988174
Weak Boyer Moore,9,4074410
Weak Memorizing Boyer Moore,9,3966495
Weak Turbo Boyer Moore,9,3850584
Weak Boyer Moore,9,3694579
Weak Memorizing Boyer Moore,9,3291591
Weak Turbo Boyer Moore,9,3291591
Weak Boyer Moore,9,4334376
Weak Memorizing Boyer Moore,9,3826803
Weak Turbo Boyer Moore,9,3826803
Weak Boyer Moore,9,4070017
Weak Memorizing Boyer Moore,9,3939413
Weak Turbo Boyer Moore,9,3717446
Weak Boyer Moore,9,4725481
Weak Memorizing Boyer Moore,9,4292478
Weak Turbo Boyer Moore,9,4092234
Weak Boyer Moore,9,4439446
Weak Memorizing Boyer Moore,9,3915613
Weak Turbo Boyer Moore,9,3685269
Weak Boyer Moore,9,4429367
Weak Memorizing Boyer Moore,9,4083488
Weak Turbo Boyer Moore,9,4083488
Weak Boyer Moore,9,4414640
Weak Memorizing Boyer Moore,9,4199554
Weak Turbo Boyer Moore,9,4010723
Weak Boyer Moore,9,3714746
Weak Memorizing Boyer Moore,9,3701002
Weak Turbo Boyer Moore,9,3701002
Weak Boyer Moore,9,2703091
Weak Memorizing Boyer Moore,9,2431723
Weak Turbo Boyer Moore,9,2431723
Weak Boyer Moore,9,2820976
Weak Memorizing Boyer Moore,9,2530168
Weak Turbo Boyer Moore,9,2530168
Weak Boyer Moore,9,3497009
Weak Memorizing Boyer Moore,9,3450041
Weak Turbo Boyer Moore,9,3126111
Weak Boyer Moore,9,3663822
Weak Memorizing Boyer Moore,9,3510445
Weak Turbo Boyer Moore,9,3378913
Weak Boyer Moore,9,3715852
Weak Memorizing Boyer Moore,9,3447059
Weak Turbo Boyer Moore,9,3447059
Weak Boyer Moore,9,4066162
Weak Memorizing Boyer Moore,9,3692246
Weak Turbo Boyer Moore,9,3655795
Weak Boyer Moore,9,3835453
Weak Memorizing Boyer Moore,9,3497975
Weak Turbo Boyer Moore,9,3276671
Weak Boyer Moore,9,4225509
Weak Memorizing Boyer Moore,9,4125791
Weak Turbo Boyer Moore,9,4025980
Weak Boyer Moore,9,3711331
Weak Memorizing Boyer Moore,9,3308343
Weak Turbo Boyer Moore,9,3308343
Weak Boyer Moore,9,4334823
Weak Memorizing Boyer Moore,9,3831361
Weak Turbo Boyer Moore,9,3831361
Weak Boyer Moore,9,3900249
Weak Memorizing Boyer Moore,9,3770893
Weak Turbo Boyer Moore,9,3328842
Weak Boyer Moore,9,3105816
Weak Memorizing Boyer Moore,9,3015891
Weak Turbo Boyer Moore,9,2941929
Weak Boyer Moore,9,3613177
Weak Memorizing Boyer Moore,9,3344384
Weak Turbo Boyer Moore,9,3344384
Weak Boyer Moore,9,4373702
Weak Memorizing Boyer Moore,9,4035403
Weak Turbo Boyer Moore,9,4035403
Weak Boyer Moore,9,4344431
Weak Memorizing Boyer Moore,9,4120395
Weak Turbo Boyer Moore,9,3883063
Weak Boyer Moore,9,3986379
Weak Memorizing Boyer Moore,9,3935000
Weak Turbo Boyer Moore,9,3806832
Weak Boyer Moore,9,3260507
Weak Memorizing Boyer Moore,9,2889477
Weak Turbo Boyer Moore,9,2889477
Weak Boyer Moore,9,3565421
Weak Memorizing Boyer Moore,9,3146260
Weak Turbo Boyer Moore,9,3146260
Weak Boyer Moore,9,3988179
Weak Memorizing Boyer Moore,9,3911469
Weak Turbo Boyer Moore,9,3579722
Weak Boyer Moore,9,5048141
Weak Memorizing Boyer Moore,9,4679336
Weak Turbo Boyer Moore,9,4451702
Weak Boyer Moore,9,4000558
Weak Memorizing Boyer Moore,9,3638769
Weak Turbo Boyer Moore,9,3476107
Weak Boyer Moore,9,4313065
Weak Memorizing Boyer Moore,9,3975058
Weak Turbo Boyer Moore,9,3975058
Weak Boyer Moore,9,4246816
Weak Memorizing Boyer Moore,9,4000011
Weak Turbo Boyer Moore,9,3650180
Weak Boyer Moore,9,3488863
Weak Memorizing Boyer Moore,9,3419621
Weak Turbo Boyer Moore,9,3342573
Weak Boyer Moore,9,3646074
Weak Memorizing Boyer Moore,9,3243086
Weak Turbo Boyer Moore,9,3243086
Weak Boyer Moore,9,4373344
Weak Memorizing Boyer Moore,9,3869399
Weak Turbo Boyer Moore,9,3869399
Weak Boyer Moore,9,3910037
Weak Memorizing Boyer Moore,9,3825914
Weak Turbo Boyer Moore,9,3611135
Weak Boyer Moore,9,4554079
Weak Memorizing Boyer Moore,9,4146077
Weak Turbo Boyer Moore,9,3926028
Weak Boyer Moore,9,4553888
Weak Memorizing Boyer Moore,9,4063816
Weak Turbo Boyer Moore,9,3920447
Weak Boyer Moore,9,4436622
Weak Memorizing Boyer Moore,9,4098589
Weak Turbo Boyer Moore,9,4098589
Weak Boyer Moore,9,4088936
Weak Memorizing Boyer Moore,9,3937770
Weak Turbo Boyer Moore,9,3768127
Weak Boyer Moore,9,3643087
Weak Memorizing Boyer Moore,9,3634511
Weak Turbo Boyer Moore,9,3634511
Weak Boyer Moore,9,2211263
Weak Memorizing Boyer Moore,9,2032606
Weak Turbo Boyer Moore,9,2032606
Weak Boyer Moore,9,2242405
Weak Memorizing Boyer Moore,9,2060904
Weak Turbo Boyer Moore,9,2060904
Weak Boyer Moore,9,3641215
Weak Memorizing Boyer Moore,9,3613000
Weak Turbo Boyer Moore,9,3188856
Weak Boyer Moore,9,3737350
Weak Memorizing Boyer Moore,9,3604834
Weak Turbo Boyer Moore,9,3469868
Weak Boyer Moore,9,3728701
Weak Memorizing Boyer Moore,9,3459908
Weak Turbo Boyer Moore,9,3459908
Weak Boyer Moore,9,4320580
Weak Memorizing Boyer Moore,9,3895115
Weak Turbo Boyer Moore,9,3816869
Weak Boyer Moore,9,3854229
Weak Memorizing Boyer Moore,9,3516751
Weak Turbo Boyer Moore,9,3294589
Weak Boyer Moore,9,4086479
Weak Memorizing Boyer Moore,9,4013315
Weak Turbo Boyer Moore,9,3919123
Weak Boyer Moore,9,3719857
Weak Memorizing Boyer Moore,9,3316869
Weak Turbo Boyer Moore,9,3316869
Weak Boyer Moore,9,4048738
Weak Memorizing Boyer Moore,9,3591156
Weak Turbo Boyer Moore,9,3591156
Weak Boyer Moore,9,3335913
Weak Memorizing Boyer Moore,9,3262182
Weak Turbo Boyer Moore,9,2858676
Weak Boyer Moore,9,3454102
Weak Memorizing Boyer Moore,9,3292519
Weak Turbo Boyer Moore,9,3247114
Weak Boyer Moore,9,3626263
Weak Memorizing Boyer Moore,9,3357470
Weak Turbo Boyer Moore,9,3357470
Weak Boyer Moore,9,4738994
Weak Memorizing Boyer Moore,9,4299725
Weak Turbo Boyer Moore,9,4102718
Weak Boyer Moore,9,4780455
Weak Memorizing Boyer Moore,9,4434336
Weak Turbo Boyer Moore,9,4236165
Weak Boyer Moore,9,4125373
Weak Memorizing Boyer Moore,9,4077298
Weak Turbo Boyer Moore,9,3972953
Weak Boyer Moore,9,3264733
Weak Memorizing Boyer Moore,9,2893703
Weak Turbo Boyer Moore,9,2893703
Weak Boyer Moore,9,3452056
Weak Memorizing Boyer Moore,9,3055580
Weak Turbo Boyer Moore,9,3055580
Weak Boyer Moore,9,4128608
Weak Memorizing Boyer Moore,9,4049210
Weak Turbo Boyer Moore,9,3379499
Weak Boyer Moore,9,3906702
Weak Memorizing Boyer Moore,9,3710103
Weak Turbo Boyer Moore,9,3539861
Weak Boyer Moore,9,3678479
Weak Memorizing Boyer Moore,9,3409686
Weak Turbo Boyer Moore,9,3409686
Weak Boyer Moore,9,4262764
Weak Memorizing Boyer Moore,9,3930050
Weak Turbo Boyer Moore,9,3930050
Weak Boyer Moore,9,2950325
Weak Memorizing Boyer Moore,9,2890313
Weak Turbo Boyer Moore,9,2625323
Weak Boyer Moore,9,3794649
Weak Memorizing Boyer Moore,9,3702264
Weak Turbo Boyer Moore,9,3572723
Weak Boyer Moore,9,3686986
Weak Memorizing Boyer Moore,9,3283998
Weak Turbo Boyer Moore,9,3283998
Weak Boyer Moore,9,4120738
Weak Memorizing Boyer Moore,9,3663040
Weak Turbo Boyer Moore,9,3663040
Weak Boyer Moore,9,4965617
Weak Memorizing Boyer Moore,9,4809062
Weak Turbo Boyer Moore,9,4181996
Weak Boyer Moore,9,4615076
Weak Memorizing Boyer Moore,9,4180812
Weak Turbo Boyer Moore,9,3756238
Weak Boyer Moore,9,3895865
Weak Memorizing Boyer Moore,9,3468490
Weak Turbo Boyer Moore,9,3360257
Weak Boyer Moore,9,4381611
Weak Memorizing Boyer Moore,9,4049325
Weak Turbo Boyer Moore,9,4049325
Weak Boyer Moore,9,4037419
Weak Memorizing Boyer Moore,9,3881812
Weak Turbo Boyer Moore,9,3671316
Weak Boyer Moore,9,3827106
Weak Memorizing Boyer Moore,9,3801338
Weak Turbo Boyer Moore,9,3669448
Weak Boyer Moore,9,2699665
Weak Memorizing Boyer Moore,9,2428297
Weak Turbo Boyer Moore,9,2428297
Weak Boyer Moore,9,2780621
Weak Memorizing Boyer Moore,9,2499302
Weak Turbo Boyer Moore,9,2499302
Weak Boyer Moore,9,4084268
Weak Memorizing Boyer Moore,9,4040496
Weak Turbo Boyer Moore,9,3627941
Weak Boyer Moore,9,4629706
Weak Memorizing Boyer Moore,9,4402799
Weak Turbo Boyer Moore,9,4187395
Weak Boyer Moore,9,4349034
Weak Memorizing Boyer Moore,9,3971321
Weak Turbo Boyer Moore,9,3626563
Weak Boyer Moore,9,4951606
Weak Memorizing Boyer Moore,9,4355089
Weak Turbo Boyer Moore,9,4093184
Weak Boyer Moore,9,4480899
Weak Memorizing Boyer Moore,9,4070984
Weak Turbo Boyer Moore,9,3907457
Weak Boyer Moore,9,3909836
Weak Memorizing Boyer Moore,9,3802464
Weak Turbo Boyer Moore,9,3644159
Weak Boyer Moore,9,3686534
Weak Memorizing Boyer Moore,9,3283546
Weak Turbo Boyer Moore,9,3283546
Weak Boyer Moore,9,4102585
Weak Memorizing Boyer Moore,9,3645075
Weak Turbo Boyer Moore,9,3645075
Weak Boyer Moore,9,4756687
Weak Memorizing Boyer Moore,9,4593503
Weak Turbo Boyer Moore,9,3930372
Weak Boyer Moore,9,3808950
Weak Memorizing Boyer Moore,9,3634323
Weak Turbo Boyer Moore,9,3330568
Weak Boyer Moore,9,4228175
Weak Memorizing Boyer Moore,9,3865683
Weak Turbo Boyer Moore,9,3638696
Weak Boyer Moore,9,4351428
Weak Memorizing Boyer Moore,9,4019214
Weak Turbo Boyer Moore,9,4019214
Weak Boyer Moore,9,3765372
Weak Memorizing Boyer Moore,9,3610516
Weak Turbo Boyer Moore,9,3428562
Weak Boyer Moore,9,3724175
Weak Memorizing Boyer Moore,9,3672798
Weak Turbo Boyer Moore,9,3516076
Weak Boyer Moore,9,3245993
Weak Memorizing Boyer Moore,9,2874963
Weak Turbo Boyer Moore,9,2874963
Weak Boyer Moore,9,3461924
Weak Memorizing Boyer Moore,9,3065300
Weak Turbo Boyer Moore,9,3065300
Weak Boyer Moore,9,4134654
Weak Memorizing Boyer Moore,9,4077817
Weak Turbo Boyer Moore,9,3674980
Weak Boyer Moore,9,5056303
Weak Memorizing Boyer Moore,9,4687535
Weak Turbo Boyer Moore,9,4459143
Weak Boyer Moore,9,4494285
Weak Memorizing Boyer Moore,9,4078805
Weak Turbo Boyer Moore,9,3776113
Weak Boyer Moore,9,4290780
Weak Memorizing Boyer Moore,9,3958298
Weak Turbo Boyer Moore,9,3958298
Weak Boyer Moore,9,3925648
Weak Memorizing Boyer Moore,9,3722554
Weak Turbo Boyer Moore,9,3422384
Weak Boyer Moore,9,3936214
Weak Memorizing Boyer Moore,9,3770484
Weak Turbo Boyer Moore,9,3516555
Weak Boyer Moore,9,4109408
Weak Memorizing Boyer Moore,9,3579098
Weak Turbo Boyer Moore,9,3448959
Weak Boyer Moore,9,4139120
Weak Memorizing Boyer Moore,9,3681702
Weak Turbo Boyer Moore,9,3681702
Weak Boyer Moore,9,4098914
Weak Memorizing Boyer Moore,9,4016906
Weak Turbo Boyer Moore,9,3624941
Weak Boyer Moore,9,4379970
Weak Memorizing Boyer Moore,9,3992510
Weak Turbo Boyer Moore,9,3757655
Weak Boyer Moore,9,4296455
Weak Memorizing Boyer Moore,9,3877298
Weak Turbo Boyer Moore,9,3752166
Weak Boyer Moore,9,4412772
Weak Memorizing Boyer Moore,9,4080384
Weak Turbo Boyer Moore,9,4080384
Weak Boyer Moore,9,3808420
Weak Memorizing Boyer Moore,9,3689847
Weak Turbo Boyer Moore,9,3538917
Weak Boyer Moore,9,3558326
Weak Memorizing Boyer Moore,9,3552454
Weak Turbo Boyer Moore,9,3552454
Weak Boyer Moore,9,1828767
Weak Memorizing Boyer Moore,9,1719262
Weak Turbo Boyer Moore,9,1719262
Weak Boyer Moore,9,1834521
Weak Memorizing Boyer Moore,9,1724882
Weak Turbo Boyer Moore,9,1724882
Weak Boyer Moore,9,3662637
Weak Memorizing Boyer Moore,9,3648263
Weak Turbo Boyer Moore,9,3253260
Weak Boyer Moore,9,3751852
Weak Memorizing Boyer Moore,9,3634823
Weak Turbo Boyer Moore,9,3537881
Weak Boyer Moore,9,3733462
Weak Memorizing Boyer Moore,9,3464669
Weak Turbo Boyer Moore,9,3464669
Weak Boyer Moore,9,4313595
Weak Memorizing Boyer Moore,9,3886925
Weak Turbo Boyer Moore,9,3724634
Weak Boyer Moore,9,4246310
Weak Memorizing Boyer Moore,9,3866312
Weak Turbo Boyer Moore,9,3370744
Weak Boyer Moore,9,3950467
Weak Memorizing Boyer Moore,9,3891048
Weak Turbo Boyer Moore,9,3804928
Weak Boyer Moore,9,3724638
Weak Memorizing Boyer Moore,9,3321650
Weak Turbo Boyer Moore,9,3321650
Weak Boyer Moore,9,4199077
Weak Memorizing Boyer Moore,9,3642030
Weak Turbo Boyer Moore,9,3469633
Weak Boyer Moore,9,3909400
Weak Memorizing Boyer Moore,9,3741342
Weak Turbo Boyer Moore,9,3202586
Weak Boyer Moore,9,3612475
Weak Memorizing Boyer Moore,9,3434353
Weak Turbo Boyer Moore,9,3329364
Weak Boyer Moore,9,3631917
Weak Memorizing Boyer Moore,9,3363124
Weak Turbo Boyer Moore,9,3363124
Weak Boyer Moore,9,4488473
Weak Memorizing Boyer Moore,9,4096439
Weak Turbo Boyer Moore,9,3977000
Weak Boyer Moore,9,5346977
Weak Memorizing Boyer Moore,9,4951521
Weak Turbo Boyer Moore,9,4519532
Weak Boyer Moore,9,3993460
Weak Memorizing Boyer Moore,9,3957970
Weak Turbo Boyer Moore,9,3862138
Weak Boyer Moore,9,3267420
Weak Memorizing Boyer Moore,9,2896390
Weak Turbo Boyer Moore,9,2896390
Weak Boyer Moore,9,3338114
Weak Memorizing Boyer Moore,9,2957004
Weak Turbo Boyer Moore,9,2957004
Weak Boyer Moore,9,3758199
Weak Memorizing Boyer Moore,9,3699698
Weak Turbo Boyer Moore,9,3213600
Weak Boyer Moore,9,3668774
Weak Memorizing Boyer Moore,9,3507293
Weak Turbo Boyer Moore,9,3371462
Weak Boyer Moore,9,3683855
Weak Memorizing Boyer Moore,9,3415062
Weak Turbo Boyer Moore,9,3415062
Weak Boyer Moore,9,4270314
Weak Memorizing Boyer Moore,9,3899216
Weak Turbo Boyer Moore,9,3691156
Weak Boyer Moore,9,3649285
Weak Memorizing Boyer Moore,9,3481099
Weak Turbo Boyer Moore,9,3022465
Weak Boyer Moore,9,4068595
Weak Memorizing Boyer Moore,9,3960688
Weak Turbo Boyer Moore,9,3845051
Weak Boyer Moore,9,3691129
Weak Memorizing Boyer Moore,9,3288141
Weak Turbo Boyer Moore,9,3288141
Weak Boyer Moore,9,3880213
Weak Memorizing Boyer Moore,9,3453931
Weak Turbo Boyer Moore,9,3453931
Weak Boyer Moore,9,4168084
Weak Memorizing Boyer Moore,9,4073640
Weak Turbo Boyer Moore,9,3763700
Weak Boyer Moore,9,5307371
Weak Memorizing Boyer Moore,9,4793202
Weak Turbo Boyer Moore,9,4204342
Weak Boyer Moore,9,4435111
Weak Memorizing Boyer Moore,9,3911278
Weak Turbo Boyer Moore,9,3680993
Weak Boyer Moore,9,4391044
Weak Memorizing Boyer Moore,9,4031969
Weak Turbo Boyer Moore,9,3858102
Weak Boyer Moore,9,4874351
Weak Memorizing Boyer Moore,9,4628714
Weak Turbo Boyer Moore,9,4245388
Weak Boyer Moore,9,3948705
Weak Memorizing Boyer Moore,9,3924835
Weak Turbo Boyer Moore,9,3819266
Weak Boyer Moore,9,2701751
Weak Memorizing Boyer Moore,9,2430383
Weak Turbo Boyer Moore,9,2430383
Weak Boyer Moore,9,2735868
Weak Memorizing Boyer Moore,9,2460562
Weak Turbo Boyer Moore,9,2460562
Weak Boyer Moore,9,3828601
Weak Memorizing Boyer Moore,9,3797643
Weak Turbo Boyer Moore,9,3348006
Weak Boyer Moore,9,3808650
Weak Memorizing Boyer Moore,9,3667104
Weak Turbo Boyer Moore,9,3577109
Weak Boyer Moore,9,3709135
Weak Memorizing Boyer Moore,9,3440342
Weak Turbo Boyer Moore,9,3440342
Weak Boyer Moore,9,4164638
Weak Memorizing Boyer Moore,9,3703678
Weak Turbo Boyer Moore,9,3574421
Weak Boyer Moore,9,4457098
Weak Memorizing Boyer Moore,9,4019996
Weak Turbo Boyer Moore,9,3399162
Weak Boyer Moore,9,4219977
Weak Memorizing Boyer Moore,9,4120245
Weak Turbo Boyer Moore,9,4020597
Weak Boyer Moore,9,3707246
Weak Memorizing Boyer Moore,9,3304258
Weak Turbo Boyer Moore,9,3304258
Weak Boyer Moore,9,3881395
Weak Memorizing Boyer Moore,9,3455018
Weak Turbo Boyer Moore,9,3455018
Weak Boyer Moore,9,3799234
Weak Memorizing Boyer Moore,9,3701282
Weak Turbo Boyer Moore,9,3229014
Weak Boyer Moore,9,2900069
Weak Memorizing Boyer Moore,9,2812806
Weak Turbo Boyer Moore,9,2675706
Weak Boyer Moore,9,3606837
Weak Memorizing Boyer Moore,9,3338044
Weak Turbo Boyer Moore,9,3338044
Weak Boyer Moore,9,3981213
Weak Memorizing Boyer Moore,9,3685782
Weak Turbo Boyer Moore,9,3685782
Weak Boyer Moore,9,3941581
Weak Memorizing Boyer Moore,9,3768606
Weak Turbo Boyer Moore,9,3518192
Weak Boyer Moore,9,3735493
Weak Memorizing Boyer Moore,9,3690786
Weak Turbo Boyer Moore,9,3548623
Weak Boyer Moore,9,3258481
Weak Memorizing Boyer Moore,9,2887451
Weak Turbo Boyer Moore,9,2887451
Weak Boyer Moore,9,3357091
Weak Memorizing Boyer Moore,9,2975908
Weak Turbo Boyer Moore,9,2975908
Weak Boyer Moore,9,4432951
Weak Memorizing Boyer Moore,9,4372335
Weak Turbo Boyer Moore,9,4020581
Weak Boyer Moore,9,5667791
Weak Memorizing Boyer Moore,9,5226000
Weak Turbo Boyer Moore,9,4634468
Weak Boyer Moore,9,4203292
Weak Memorizing Boyer Moore,9,3823680
Weak Turbo Boyer Moore,9,3653096
Weak Boyer Moore,9,3925298
Weak Memorizing Boyer Moore,9,3629766
Weak Turbo Boyer Moore,9,3629766
Weak Boyer Moore,9,3965195
Weak Memorizing Boyer Moore,9,3742212
Weak Turbo Boyer Moore,9,3353114
Weak Boyer Moore,9,3362457
Weak Memorizing Boyer Moore,9,3312314
Weak Turbo Boyer Moore,9,3146273
Weak Boyer Moore,9,3641652
Weak Memorizing Boyer Moore,9,3238664
Weak Turbo Boyer Moore,9,3238664
Weak Boyer Moore,9,3914402
Weak Memorizing Boyer Moore,9,3488007
Weak Turbo Boyer Moore,9,3488007
Weak Boyer Moore,9,4403517
Weak Memorizing Boyer Moore,9,4315200
Weak Turbo Boyer Moore,9,3993530
Weak Boyer Moore,9,4645094
Weak Memorizing Boyer Moore,9,4211479
Weak Turbo Boyer Moore,9,3611614
Weak Boyer Moore,9,4044445
Weak Memorizing Boyer Moore,9,3630788
Weak Turbo Boyer Moore,9,3539517
Weak Boyer Moore,9,4038719
Weak Memorizing Boyer Moore,9,3743235
Weak Turbo Boyer Moore,9,3743235
Weak Boyer Moore,9,3948028
Weak Memorizing Boyer Moore,9,3817943
Weak Turbo Boyer Moore,9,3560676
Weak Boyer Moore,9,3638831
Weak Memorizing Boyer Moore,9,3625724
Weak Turbo Boyer Moore,9,3497412
Weak Boyer Moore,9,2210760
Weak Memorizing Boyer Moore,9,2032103
Weak Turbo Boyer Moore,9,2032103
Weak Boyer Moore,9,2224955
Weak Memorizing Boyer Moore,9,2045717
Weak Turbo Boyer Moore,9,2045717
Weak Boyer Moore,9,3995042
Weak Memorizing Boyer Moore,9,3973913
Weak Turbo Boyer Moore,9,3636257
Weak Boyer Moore,9,4276064
Weak Memorizing Boyer Moore,9,4116498
Weak Turbo Boyer Moore,9,3926265
Weak Boyer Moore,9,4667433
Weak Memorizing Boyer Moore,9,4287907
Weak Turbo Boyer Moore,9,3830231
Weak Boyer Moore,9,4736390
Weak Memorizing Boyer Moore,9,4225413
Weak Turbo Boyer Moore,9,4061073
Weak Boyer Moore,9,4806437
Weak Memorizing Boyer Moore,9,4369077
Weak Turbo Boyer Moore,9,3913642
Weak Boyer Moore,9,3998485
Weak Memorizing Boyer Moore,9,3911633
Weak Turbo Boyer Moore,9,3726454
Weak Boyer Moore,9,3707536
Weak Memorizing Boyer Moore,9,3304548
Weak Turbo Boyer Moore,9,3304548
Weak Boyer Moore,9,3837634
Weak Memorizing Boyer Moore,9,3411277
Weak Turbo Boyer Moore,9,3411277
Weak Boyer Moore,9,3804240
Weak Memorizing Boyer Moore,9,3716948
