algorithm,pattern_length,inspections
Weak Boyer Moore,8,1616873
Weak Memorizing Boyer Moore,8,1448885
Weak Turbo Boyer Moore,8,1440470
Weak Boyer Moore,8,1322030
Weak Memorizing Boyer Moore,8,1321658
Weak Turbo Boyer Moore,8,1313587
Weak Boyer Moore,8,2232759
Weak Memorizing Boyer Moore,8,2163323
Weak Turbo Boyer Moore,8,2081671
Weak Boyer Moore,8,2147177
Weak Memorizing Boyer Moore,8,2081015
Weak Turbo Boyer Moore,8,2068363
Weak Boyer Moore,8,1993050
Weak Memorizing Boyer Moore,8,1977550
Weak Turbo Boyer Moore,8,1964981
Weak Boyer Moore,8,1617988
Weak Memorizing Boyer Moore,8,1450535
Weak Turbo Boyer Moore,8,1441987
Weak Boyer Moore,8,2067810
Weak Memorizing Boyer Moore,8,2004026
Weak Turbo Boyer Moore,8,1988780
Weak Boyer Moore,8,1991986
Weak Memorizing Boyer Moore,8,1976610
Weak Turbo Boyer Moore,8,1964055
Weak Boyer Moore,8,1319623
Weak Memorizing Boyer Moore,8,1319187
Weak Turbo Boyer Moore,8,1311241
Weak Boyer Moore,8,2233678
Weak Memorizing Boyer Moore,8,2163870
Weak Turbo Boyer Moore,8,2082801
Weak Boyer Moore,8,1616079
Weak Memorizing Boyer Moore,8,1448297
Weak Turbo Boyer Moore,8,1439938
Weak Boyer Moore,8,1321519
Weak Memorizing Boyer Moore,8,1321099
Weak Turbo Boyer Moore,8,1312681
Weak Boyer Moore,8,1322828
Weak Memorizing Boyer Moore,8,1322420
Weak Turbo Boyer Moore,8,1314199
Weak Boyer Moore,8,1373268
Weak Memorizing Boyer Moore,8,1372882
Weak Turbo Boyer Moore,8,1334380
Weak Boyer Moore,8,1320376
Weak Memorizing Boyer Moore,8,1319972
Weak Turbo Boyer Moore,8,1311601
Weak Boyer Moore,8,1322158
Weak Memorizing Boyer Moore,8,1321802
Weak Turbo Boyer Moore,8,1313639
Weak Boyer Moore,8,1319298
Weak Memorizing Boyer Moore,8,1318958
Weak Turbo Boyer Moore,8,1310670
Weak Boyer Moore,8,1617782
Weak Memorizing Boyer Moore,8,1450430
Weak Turbo Boyer Moore,8,1441746
Weak Boyer Moore,8,1322108
Weak Memorizing Boyer Moore,8,1321748
Weak Turbo Boyer Moore,8,1313608
Weak Boyer Moore,8,1307055
Weak Memorizing Boyer Moore,8,1306619
Weak Turbo Boyer Moore,8,1270189
Weak Boyer Moore,8,1371954
Weak Memorizing Boyer Moore,8,1371607
Weak Turbo Boyer Moore,8,1333737
Weak Boyer Moore,8,2065084
Weak Memorizing Boyer Moore,8,2001638
Weak Turbo Boyer Moore,8,1986647
Weak Boyer Moore,8,1371321
Weak Memorizing Boyer Moore,8,1370937
Weak Turbo Boyer Moore,8,1332510
Weak Boyer Moore,8,1320236
Weak Memorizing Boyer Moore,8,1319860
Weak Turbo Boyer Moore,8,1311976
Weak Boyer Moore,8,1373034
Weak Memorizing Boyer Moore,8,1372660
Weak Turbo Boyer Moore,8,1334916
Weak Boyer Moore,8,1372707
Weak Memorizing Boyer Moore,8,1372354
Weak Turbo Boyer Moore,8,1334347
Weak Boyer Moore,8,1322538
Weak Memorizing Boyer Moore,8,1322126
Weak Turbo Boyer Moore,8,1314049
Weak Boyer Moore,8,435308
Weak Memorizing Boyer Moore,8,434739
Weak Turbo Boyer Moore,8,434739
Weak Boyer Moore,8,1321270
Weak Memorizing Boyer Moore,8,1320938
Weak Turbo Boyer Moore,8,1312999
Weak Boyer Moore,8,1321909
Weak Memorizing Boyer Moore,8,1321549
Weak Turbo Boyer Moore,8,1313481
Weak Boyer Moore,8,1321128
Weak Memorizing Boyer Moore,8,1320724
Weak Turbo Boyer Moore,8,1312525
Weak Boyer Moore,8,1279611
Weak Memorizing Boyer Moore,8,1175218
Weak Turbo Boyer Moore,8,1171081
Weak Boyer Moore,9,1600732
Weak Memorizing Boyer Moore,9,1435329
Weak Turbo Boyer Moore,9,1432581
Weak Boyer Moore,9,1214454
Weak Memorizing Boyer Moore,9,1214376
Weak Turbo Boyer Moore,9,1197801
Weak Boyer Moore,9,1214430
Weak Memorizing Boyer Moore,9,1214322
Weak Turbo Boyer Moore,9,1197322
Weak Boyer Moore,9,1310711
Weak Memorizing Boyer Moore,9,1310639
Weak Turbo Boyer Moore,9,1309101
Weak Boyer Moore,9,1309102
Weak Memorizing Boyer Moore,9,1309025
Weak Turbo Boyer Moore,9,1307432
Weak Boyer Moore,9,1600095
Weak Memorizing Boyer Moore,9,1434461
Weak Turbo Boyer Moore,9,1431711
Weak Boyer Moore,9,385817
Weak Memorizing Boyer Moore,9,385632
Weak Turbo Boyer Moore,9,385632
Weak Boyer Moore,9,1310773
Weak Memorizing Boyer Moore,9,1310675
Weak Turbo Boyer Moore,9,1309127
Weak Boyer Moore,9,1598699
Weak Memorizing Boyer Moore,9,1433151
Weak Turbo Boyer Moore,9,1430392
Weak Boyer Moore,9,1309385
Weak Memorizing Boyer Moore,9,1309309
Weak Turbo Boyer Moore,9,1307866
Weak Boyer Moore,9,1238720
Weak Memorizing Boyer Moore,9,1238607
Weak Turbo Boyer Moore,9,1232884
Weak Boyer Moore,9,1308539
Weak Memorizing Boyer Moore,9,1308492
Weak Turbo Boyer Moore,9,1307016
Weak Boyer Moore,9,1309914
Weak Memorizing Boyer Moore,9,1309809
Weak Turbo Boyer Moore,9,1308407
Weak Boyer Moore,9,1601197
Weak Memorizing Boyer Moore,9,1435787
Weak Turbo Boyer Moore,9,1433054
Weak Boyer Moore,9,1310503
Weak Memorizing Boyer Moore,9,1310418
Weak Turbo Boyer Moore,9,1308885
Weak Boyer Moore,9,1308716
Weak Memorizing Boyer Moore,9,1308644
Weak Turbo Boyer Moore,9,1307225
Weak Boyer Moore,9,1310203
Weak Memorizing Boyer Moore,9,1310106
Weak Turbo Boyer Moore,9,1308627
Weak Boyer Moore,9,1310821
Weak Memorizing Boyer Moore,9,1310726
Weak Turbo Boyer Moore,9,1309079
Weak Boyer Moore,9,1898017
Weak Memorizing Boyer Moore,9,1883782
Weak Turbo Boyer Moore,9,1879531
Weak Boyer Moore,9,1310984
Weak Memorizing Boyer Moore,9,1310901
Weak Turbo Boyer Moore,9,1309487
Weak Boyer Moore,9,1582665
Weak Memorizing Boyer Moore,9,1417360
Weak Turbo Boyer Moore,9,1402420
Weak Boyer Moore,9,2045911
Weak Memorizing Boyer Moore,9,1982953
Weak Turbo Boyer Moore,9,1978506
Weak Boyer Moore,9,1600667
Weak Memorizing Boyer Moore,9,1435295
Weak Turbo Boyer Moore,9,1432589
Weak Boyer Moore,9,1310021
Weak Memorizing Boyer Moore,9,1309918
Weak Turbo Boyer Moore,9,1308341
Weak Boyer Moore,9,1307613
Weak Memorizing Boyer Moore,9,1307514
Weak Turbo Boyer Moore,9,1306112
Weak Boyer Moore,9,1213712
Weak Memorizing Boyer Moore,9,1213616
Weak Turbo Boyer Moore,9,1197389
Weak Boyer Moore,9,1308492
Weak Memorizing Boyer Moore,9,1308384
Weak Turbo Boyer Moore,9,1306875
Weak Boyer Moore,9,1212004
Weak Memorizing Boyer Moore,9,1211881
Weak Turbo Boyer Moore,9,1195041
Weak Boyer Moore,9,1583496
Weak Memorizing Boyer Moore,9,1418740
Weak Turbo Boyer Moore,9,1404339
Weak Boyer Moore,9,1898181
Weak Memorizing Boyer Moore,9,1883897
Weak Turbo Boyer Moore,9,1879700
Weak Boyer Moore,9,2039386
Weak Memorizing Boyer Moore,9,1976257
Weak Turbo Boyer Moore,9,1971890
Weak Boyer Moore,9,1898407
Weak Memorizing Boyer Moore,9,1883998
Weak Turbo Boyer Moore,9,1879762
Weak Boyer Moore,9,1309984
Weak Memorizing Boyer Moore,9,1309910
Weak Turbo Boyer Moore,9,1308463
Weak Boyer Moore,9,1310568
Weak Memorizing Boyer Moore,9,1310486
Weak Turbo Boyer Moore,9,1309055
Weak Boyer Moore,9,2046850
Weak Memorizing Boyer Moore,9,1983949
Weak Turbo Boyer Moore,9,1979644
Weak Boyer Moore,9,1309640
Weak Memorizing Boyer Moore,9,1309555
Weak Turbo Boyer Moore,9,1308054
Weak Boyer Moore,9,1309745
Weak Memorizing Boyer Moore,9,1309665
Weak Turbo Boyer Moore,9,1308159
Weak Boyer Moore,9,1211956
Weak Memorizing Boyer Moore,9,1211830
Weak Turbo Boyer Moore,9,1195015
Weak Boyer Moore,9,1213235
Weak Memorizing Boyer Moore,9,1213079
Weak Turbo Boyer Moore,9,1196622
Weak Boyer Moore,9,1310694
Weak Memorizing Boyer Moore,9,1310590
Weak Turbo Boyer Moore,9,1309009
Weak Boyer Moore,9,1308543
Weak Memorizing Boyer Moore,9,1308443
Weak Turbo Boyer Moore,9,1306791
Weak Boyer Moore,9,1309321
Weak Memorizing Boyer Moore,9,1309233
Weak Turbo Boyer Moore,9,1307715
Weak Boyer Moore,9,1897996
Weak Memorizing Boyer Moore,9,1883550
Weak Turbo Boyer Moore,9,1879296
Weak Boyer Moore,9,1311086
Weak Memorizing Boyer Moore,9,1310991
Weak Turbo Boyer Moore,9,1309559
Weak Boyer Moore,9,1308584
Weak Memorizing Boyer Moore,9,1308486
Weak Turbo Boyer Moore,9,1306942
Weak Boyer Moore,9,1309337
Weak Memorizing Boyer Moore,9,1309223
Weak Turbo Boyer Moore,9,1307753
Weak Boyer Moore,9,1263613
Weak Memorizing Boyer Moore,9,1160988
Weak Turbo Boyer Moore,9,1158781
Weak Boyer Moore,9,1309343
Weak Memorizing Boyer Moore,9,1309262
Weak Turbo Boyer Moore,9,1307924
Weak Boyer Moore,9,1310628
Weak Memorizing Boyer Moore,9,1310586
Weak Turbo Boyer Moore,9,1309017
Weak Boyer Moore,9,1213573
Weak Memorizing Boyer Moore,9,1213459
Weak Turbo Boyer Moore,9,1196825
Weak Boyer Moore,9,1898633
Weak Memorizing Boyer Moore,9,1884222
Weak Turbo Boyer Moore,9,1880019
Weak Boyer Moore,9,1584184
Weak Memorizing Boyer Moore,9,1419634
Weak Turbo Boyer Moore,9,1405216
Weak Boyer Moore,9,2045925
Weak Memorizing Boyer Moore,9,1982974
Weak Turbo Boyer Moore,9,1978489
Weak Boyer Moore,9,1601794
Weak Memorizing Boyer Moore,9,1436297
Weak Turbo Boyer Moore,9,1433371
Weak Boyer Moore,9,1308800
Weak Memorizing Boyer Moore,9,1308734
Weak Turbo Boyer Moore,9,1307188
Weak Boyer Moore,9,1583018
Weak Memorizing Boyer Moore,9,1418154
Weak Turbo Boyer Moore,9,1403532
Weak Boyer Moore,9,1600829
Weak Memorizing Boyer Moore,9,1435383
Weak Turbo Boyer Moore,9,1432663
Weak Boyer Moore,9,1860891
Weak Memorizing Boyer Moore,9,1659077
Weak Turbo Boyer Moore,9,1656031
Weak Boyer Moore,9,1600724
Weak Memorizing Boyer Moore,9,1435394
Weak Turbo Boyer Moore,9,1432617
Weak Boyer Moore,9,1600728
Weak Memorizing Boyer Moore,9,1435343
Weak Turbo Boyer Moore,9,1432475
Weak Boyer Moore,9,1260454
Weak Memorizing Boyer Moore,9,1158652
Weak Turbo Boyer Moore,9,1156630
Weak Boyer Moore,9,1309055
Weak Memorizing Boyer Moore,9,1308940
Weak Turbo Boyer Moore,9,1307428
Weak Boyer Moore,9,1310921
Weak Memorizing Boyer Moore,9,1310806
Weak Turbo Boyer Moore,9,1309328
Weak Boyer Moore,9,1310347
Weak Memorizing Boyer Moore,9,1310260
Weak Turbo Boyer Moore,9,1308708
Weak Boyer Moore,9,1212927
Weak Memorizing Boyer Moore,9,1212801
Weak Turbo Boyer Moore,9,1196204
Weak Boyer Moore,9,2048925
Weak Memorizing Boyer Moore,9,1985462
Weak Turbo Boyer Moore,9,1980983
Weak Boyer Moore,9,2039017
Weak Memorizing Boyer Moore,9,1976085
Weak Turbo Boyer Moore,9,1971717
Weak Boyer Moore,9,1897831
Weak Memorizing Boyer Moore,9,1883603
Weak Turbo Boyer Moore,9,1879385
Weak Boyer Moore,9,1900549
Weak Memorizing Boyer Moore,9,1886145
Weak Turbo Boyer Moore,9,1881950
Weak Boyer Moore,9,1310512
Weak Memorizing Boyer Moore,9,1310450
Weak Turbo Boyer Moore,9,1308911
Weak Boyer Moore,9,1311089
Weak Memorizing Boyer Moore,9,1311022
Weak Turbo Boyer Moore,9,1309501
Weak Boyer Moore,9,1213099
Weak Memorizing Boyer Moore,9,1212997
Weak Turbo Boyer Moore,9,1196394
Weak Boyer Moore,9,1310047
Weak Memorizing Boyer Moore,9,1309938
Weak Turbo Boyer Moore,9,1308456
Weak Boyer Moore,9,1859556
Weak Memorizing Boyer Moore,9,1656835
Weak Turbo Boyer Moore,9,1653782
Weak Boyer Moore,9,1309182
Weak Memorizing Boyer Moore,9,1309083
Weak Turbo Boyer Moore,9,1307491
Weak Boyer Moore,9,1582246
Weak Memorizing Boyer Moore,9,1416992
Weak Turbo Boyer Moore,9,1402136
Weak Boyer Moore,9,1581333
Weak Memorizing Boyer Moore,9,1416175
Weak Turbo Boyer Moore,9,1402093
Weak Boyer Moore,9,1309922
Weak Memorizing Boyer Moore,9,1309844
Weak Turbo Boyer Moore,9,1308359
Weak Boyer Moore,9,1600676
Weak Memorizing Boyer Moore,9,1434799
Weak Turbo Boyer Moore,9,1432102
Weak Boyer Moore,9,2045493
Weak Memorizing Boyer Moore,9,1982816
Weak Turbo Boyer Moore,9,1978434
Weak Boyer Moore,9,1898165
Weak Memorizing Boyer Moore,9,1883913
Weak Turbo Boyer Moore,9,1879713
Weak Boyer Moore,9,1309875
Weak Memorizing Boyer Moore,9,1309829
Weak Turbo Boyer Moore,9,1308395
Weak Boyer Moore,9,1896932
Weak Memorizing Boyer Moore,9,1882861
Weak Turbo Boyer Moore,9,1878490
Weak Boyer Moore,9,1600027
Weak Memorizing Boyer Moore,9,1434184
Weak Turbo Boyer Moore,9,1431640
Weak Boyer Moore,9,1309517
Weak Memorizing Boyer Moore,9,1309418
Weak Turbo Boyer Moore,9,1307919
Weak Boyer Moore,9,1239192
Weak Memorizing Boyer Moore,9,1239061
Weak Turbo Boyer Moore,9,1233280
Weak Boyer Moore,9,1214772
Weak Memorizing Boyer Moore,9,1214649
Weak Turbo Boyer Moore,9,1197921
Weak Boyer Moore,9,383789
Weak Memorizing Boyer Moore,9,383613
Weak Turbo Boyer Moore,9,383613
Weak Boyer Moore,9,1309398
Weak Memorizing Boyer Moore,9,1309302
Weak Turbo Boyer Moore,9,1307909
Weak Boyer Moore,9,1599333
Weak Memorizing Boyer Moore,9,1433437
Weak Turbo Boyer Moore,9,1430610
Weak Boyer Moore,9,2045113
Weak Memorizing Boyer Moore,9,1982281
Weak Turbo Boyer Moore,9,1977818
Weak Boyer Moore,9,1310695
Weak Memorizing Boyer Moore,9,1310596
Weak Turbo Boyer Moore,9,1309014
Weak Boyer Moore,9,1309867
Weak Memorizing Boyer Moore,9,1309791
Weak Turbo Boyer Moore,9,1308302
Weak Boyer Moore,9,1311506
Weak Memorizing Boyer Moore,9,1311424
Weak Turbo Boyer Moore,9,1309863
Weak Boyer Moore,9,1236729
Weak Memorizing Boyer Moore,9,1236609
Weak Turbo Boyer Moore,9,1231199
Weak Boyer Moore,9,1308745
Weak Memorizing Boyer Moore,9,1308639
Weak Turbo Boyer Moore,9,1307055
Weak Boyer Moore,9,1584765
Weak Memorizing Boyer Moore,9,1419671
Weak Turbo Boyer Moore,9,1404837
Weak Boyer Moore,9,1260536
Weak Memorizing Boyer Moore,9,1158809
Weak Turbo Boyer Moore,9,1156927
Weak Boyer Moore,9,1898403
Weak Memorizing Boyer Moore,9,1884228
Weak Turbo Boyer Moore,9,1880119
Weak Boyer Moore,9,1861279
Weak Memorizing Boyer Moore,9,1659408
Weak Turbo Boyer Moore,9,1656396
Weak Boyer Moore,10,1627830
Weak Memorizing Boyer Moore,10,1619137
Weak Turbo Boyer Moore,10,1608993
Weak Boyer Moore,10,1895151
Weak Memorizing Boyer Moore,10,1880914
Weak Turbo Boyer Moore,10,1822089
Weak Boyer Moore,10,1759962
Weak Memorizing Boyer Moore,10,1746681
Weak Turbo Boyer Moore,10,1742148
Weak Boyer Moore,10,2032208
Weak Memorizing Boyer Moore,10,1970030
Weak Turbo Boyer Moore,10,1905006
Weak Boyer Moore,10,1267070
Weak Memorizing Boyer Moore,10,1260957
Weak Turbo Boyer Moore,10,1225889
Weak Boyer Moore,10,1538707
Weak Memorizing Boyer Moore,10,1378723
Weak Turbo Boyer Moore,10,1372745
Weak Boyer Moore,10,1113838
Weak Memorizing Boyer Moore,10,1113808
Weak Turbo Boyer Moore,10,1111593
Weak Boyer Moore,10,1756810
Weak Memorizing Boyer Moore,10,1743556
Weak Turbo Boyer Moore,10,1739004
Weak Boyer Moore,10,1114015
Weak Memorizing Boyer Moore,10,1113995
Weak Turbo Boyer Moore,10,1111832
Weak Boyer Moore,10,1879924
Weak Memorizing Boyer Moore,10,1822536
Weak Turbo Boyer Moore,10,1817858
Weak Boyer Moore,10,1162385
Weak Memorizing Boyer Moore,10,1162367
Weak Turbo Boyer Moore,10,1135004
Weak Boyer Moore,10,2042386
Weak Memorizing Boyer Moore,10,1979822
Weak Turbo Boyer Moore,10,1914075
Weak Boyer Moore,10,1163474
Weak Memorizing Boyer Moore,10,1163464
Weak Turbo Boyer Moore,10,1135575
Weak Boyer Moore,10,1267689
Weak Memorizing Boyer Moore,10,1261835
Weak Turbo Boyer Moore,10,1226843
Weak Boyer Moore,10,1880303
Weak Memorizing Boyer Moore,10,1822788
Weak Turbo Boyer Moore,10,1818155
Weak Boyer Moore,10,1267055
Weak Memorizing Boyer Moore,10,1260945
Weak Turbo Boyer Moore,10,1226127
Weak Boyer Moore,10,1094722
Weak Memorizing Boyer Moore,10,1094678
Weak Turbo Boyer Moore,10,1068164
Weak Boyer Moore,10,932430
Weak Memorizing Boyer Moore,10,892452
Weak Turbo Boyer Moore,10,891402
Weak Boyer Moore,10,1113526
Weak Memorizing Boyer Moore,10,1113486
Weak Turbo Boyer Moore,10,1111303
Weak Boyer Moore,10,1269060
Weak Memorizing Boyer Moore,10,1263044
Weak Turbo Boyer Moore,10,1227672
Weak Boyer Moore,10,2043719
Weak Memorizing Boyer Moore,10,1980499
Weak Turbo Boyer Moore,10,1914378
Weak Boyer Moore,10,1491981
Weak Memorizing Boyer Moore,10,1338379
Weak Turbo Boyer Moore,10,1335571
Weak Boyer Moore,10,2041516
Weak Memorizing Boyer Moore,10,1978636
Weak Turbo Boyer Moore,10,1912256
Weak Boyer Moore,10,1892547
Weak Memorizing Boyer Moore,10,1878305
Weak Turbo Boyer Moore,10,1819466
Weak Boyer Moore,10,1114084
Weak Memorizing Boyer Moore,10,1114079
Weak Turbo Boyer Moore,10,1112119
Weak Boyer Moore,10,1235870
Weak Memorizing Boyer Moore,10,1136207
Weak Turbo Boyer Moore,10,1134397
Weak Boyer Moore,10,1687372
Weak Memorizing Boyer Moore,10,1684253
Weak Turbo Boyer Moore,10,1680688
Weak Boyer Moore,10,1764391
Weak Memorizing Boyer Moore,10,1580530
Weak Turbo Boyer Moore,10,1576783
Weak Boyer Moore,10,1112998
Weak Memorizing Boyer Moore,10,1112973
Weak Turbo Boyer Moore,10,1110806
Weak Boyer Moore,10,1113846
Weak Memorizing Boyer Moore,10,1113826
Weak Turbo Boyer Moore,10,1111791
Weak Boyer Moore,10,1872201
Weak Memorizing Boyer Moore,10,1815054
Weak Turbo Boyer Moore,10,1810481
Weak Boyer Moore,10,1757706
Weak Memorizing Boyer Moore,10,1744736
Weak Turbo Boyer Moore,10,1740511
Weak Boyer Moore,10,1113821
Weak Memorizing Boyer Moore,10,1113776
Weak Turbo Boyer Moore,10,1111555
Weak Boyer Moore,10,1112689
Weak Memorizing Boyer Moore,10,1112669
Weak Turbo Boyer Moore,10,1110553
Weak Boyer Moore,10,1112918
Weak Memorizing Boyer Moore,10,1112893
Weak Turbo Boyer Moore,10,1110776
Weak Boyer Moore,10,1112750
Weak Memorizing Boyer Moore,10,1112705
Weak Turbo Boyer Moore,10,1110571
Weak Boyer Moore,10,1113698
Weak Memorizing Boyer Moore,10,1113683
Weak Turbo Boyer Moore,10,1111542
Weak Boyer Moore,10,1687114
Weak Memorizing Boyer Moore,10,1684014
Weak Turbo Boyer Moore,10,1680360
Weak Boyer Moore,10,1113797
Weak Memorizing Boyer Moore,10,1113762
Weak Turbo Boyer Moore,10,1111661
Weak Boyer Moore,10,1689221
Weak Memorizing Boyer Moore,10,1686020
Weak Turbo Boyer Moore,10,1682428
Weak Boyer Moore,10,1162608
Weak Memorizing Boyer Moore,10,1162584
Weak Turbo Boyer Moore,10,1135419
Weak Boyer Moore,10,1163298
Weak Memorizing Boyer Moore,10,1163288
Weak Turbo Boyer Moore,10,1135560
Weak Boyer Moore,10,1164820
Weak Memorizing Boyer Moore,10,1164808
Weak Turbo Boyer Moore,10,1137006
Weak Boyer Moore,10,1113146
Weak Memorizing Boyer Moore,10,1113116
Weak Turbo Boyer Moore,10,1110942
Weak Boyer Moore,10,1827473
Weak Memorizing Boyer Moore,10,1628622
Weak Turbo Boyer Moore,10,1627678
Weak Boyer Moore,10,1114006
Weak Memorizing Boyer Moore,10,1113991
Weak Turbo Boyer Moore,10,1111744
Weak Boyer Moore,10,1758400
Weak Memorizing Boyer Moore,10,1745248
Weak Turbo Boyer Moore,10,1740776
Weak Boyer Moore,10,1113650
Weak Memorizing Boyer Moore,10,1113625
Weak Turbo Boyer Moore,10,1111403
Weak Boyer Moore,10,1489375
Weak Memorizing Boyer Moore,10,1335476
Weak Turbo Boyer Moore,10,1332962
Weak Boyer Moore,10,1281942
Weak Memorizing Boyer Moore,10,1250842
Weak Turbo Boyer Moore,10,1219617
Weak Boyer Moore,10,1689128
Weak Memorizing Boyer Moore,10,1685927
Weak Turbo Boyer Moore,10,1682269
Weak Boyer Moore,10,1256615
Weak Memorizing Boyer Moore,10,1155258
Weak Turbo Boyer Moore,10,1154673
Weak Boyer Moore,10,1825623
Weak Memorizing Boyer Moore,10,1811811
Weak Turbo Boyer Moore,10,1807910
Weak Boyer Moore,10,1880050
Weak Memorizing Boyer Moore,10,1822687
Weak Turbo Boyer Moore,10,1817956
Weak Boyer Moore,10,1492306
Weak Memorizing Boyer Moore,10,1338333
Weak Turbo Boyer Moore,10,1335435
Weak Boyer Moore,10,1113169
Weak Memorizing Boyer Moore,10,1113154
Weak Turbo Boyer Moore,10,1110991
Weak Boyer Moore,10,1491808
Weak Memorizing Boyer Moore,10,1338204
Weak Turbo Boyer Moore,10,1335447
Weak Boyer Moore,10,1114171
Weak Memorizing Boyer Moore,10,1114126
Weak Turbo Boyer Moore,10,1112025
Weak Boyer Moore,10,1111152
Weak Memorizing Boyer Moore,10,1111127
Weak Turbo Boyer Moore,10,1108860
Weak Boyer Moore,10,1879126
Weak Memorizing Boyer Moore,10,1821668
Weak Turbo Boyer Moore,10,1817046
Weak Boyer Moore,10,1112845
Weak Memorizing Boyer Moore,10,1112795
Weak Turbo Boyer Moore,10,1110672
Weak Boyer Moore,10,1688754
Weak Memorizing Boyer Moore,10,1685489
Weak Turbo Boyer Moore,10,1681888
Weak Boyer Moore,10,1687982
Weak Memorizing Boyer Moore,10,1684890
Weak Turbo Boyer Moore,10,1681258
Weak Boyer Moore,10,1163957
Weak Memorizing Boyer Moore,10,1163925
Weak Turbo Boyer Moore,10,1136316
Weak Boyer Moore,10,1824247
Weak Memorizing Boyer Moore,10,1810408
Weak Turbo Boyer Moore,10,1806351
Weak Boyer Moore,10,1113957
Weak Memorizing Boyer Moore,10,1113912
Weak Turbo Boyer Moore,10,1111722
Weak Boyer Moore,10,1895303
Weak Memorizing Boyer Moore,10,1880966
Weak Turbo Boyer Moore,10,1822272
Weak Boyer Moore,10,1113291
Weak Memorizing Boyer Moore,10,1113266
Weak Turbo Boyer Moore,10,1110935
Weak Boyer Moore,10,1595679
Weak Memorizing Boyer Moore,10,1430670
Weak Turbo Boyer Moore,10,1430421
Weak Boyer Moore,10,1491444
Weak Memorizing Boyer Moore,10,1337386
Weak Turbo Boyer Moore,10,1334471
Weak Boyer Moore,10,1256630
Weak Memorizing Boyer Moore,10,1155298
Weak Turbo Boyer Moore,10,1154676
Weak Boyer Moore,10,1162974
Weak Memorizing Boyer Moore,10,1162952
Weak Turbo Boyer Moore,10,1135115
Weak Boyer Moore,10,1764564
Weak Memorizing Boyer Moore,10,1580767
Weak Turbo Boyer Moore,10,1577147
Weak Boyer Moore,10,1093979
Weak Memorizing Boyer Moore,10,1093943
Weak Turbo Boyer Moore,10,1067824
Weak Boyer Moore,10,1114069
Weak Memorizing Boyer Moore,10,1114049
Weak Turbo Boyer Moore,10,1111793
Weak Boyer Moore,10,1283534
Weak Memorizing Boyer Moore,10,1252505
Weak Turbo Boyer Moore,10,1221643
Weak Boyer Moore,10,1824938
Weak Memorizing Boyer Moore,10,1810972
Weak Turbo Boyer Moore,10,1807125
Weak Boyer Moore,10,1873504
Weak Memorizing Boyer Moore,10,1816210
Weak Turbo Boyer Moore,10,1811589
Weak Boyer Moore,10,1880487
Weak Memorizing Boyer Moore,10,1822730
Weak Turbo Boyer Moore,10,1817943
Weak Boyer Moore,10,1484502
Weak Memorizing Boyer Moore,10,1330698
Weak Turbo Boyer Moore,10,1327799
Weak Boyer Moore,10,1113130
Weak Memorizing Boyer Moore,10,1113095
Weak Turbo Boyer Moore,10,1110999
Weak Boyer Moore,10,1597155
Weak Memorizing Boyer Moore,10,1432296
Weak Turbo Boyer Moore,10,1432079
Weak Boyer Moore,10,1284264
Weak Memorizing Boyer Moore,10,1253020
Weak Turbo Boyer Moore,10,1221815
Weak Boyer Moore,10,1301007
Weak Memorizing Boyer Moore,10,1194660
Weak Turbo Boyer Moore,10,1192432
Weak Boyer Moore,10,1113877
Weak Memorizing Boyer Moore,10,1113842
Weak Turbo Boyer Moore,10,1111547
Weak Boyer Moore,10,1880041
Weak Memorizing Boyer Moore,10,1822649
Weak Turbo Boyer Moore,10,1818003
Weak Boyer Moore,10,1114741
Weak Memorizing Boyer Moore,10,1114721
Weak Turbo Boyer Moore,10,1112595
Weak Boyer Moore,10,1187923
Weak Memorizing Boyer Moore,10,1187889
Weak Turbo Boyer Moore,10,1184755
Weak Boyer Moore,10,1267573
Weak Memorizing Boyer Moore,10,1261571
Weak Turbo Boyer Moore,10,1226272
Weak Boyer Moore,10,1114646
Weak Memorizing Boyer Moore,10,1114611
Weak Turbo Boyer Moore,10,1112443
Weak Boyer Moore,10,1164040
Weak Memorizing Boyer Moore,10,1164020
Weak Turbo Boyer Moore,10,1136299
Weak Boyer Moore,10,1491709
Weak Memorizing Boyer Moore,10,1338104
Weak Turbo Boyer Moore,10,1335274
Weak Boyer Moore,10,1831524
Weak Memorizing Boyer Moore,10,1632527
Weak Turbo Boyer Moore,10,1631570
Weak Boyer Moore,10,1113404
Weak Memorizing Boyer Moore,10,1113389
Weak Turbo Boyer Moore,10,1111481
Weak Boyer Moore,10,1687875
Weak Memorizing Boyer Moore,10,1684707
Weak Turbo Boyer Moore,10,1681106
Weak Boyer Moore,10,1113413
Weak Memorizing Boyer Moore,10,1113403
Weak Turbo Boyer Moore,10,1111240
Weak Boyer Moore,10,1596734
Weak Memorizing Boyer Moore,10,1431903
Weak Turbo Boyer Moore,10,1431719
Weak Boyer Moore,10,1114191
Weak Memorizing Boyer Moore,10,1114181
Weak Turbo Boyer Moore,10,1112048
Weak Boyer Moore,10,1114039
Weak Memorizing Boyer Moore,10,1114019
Weak Turbo Boyer Moore,10,1111737
Weak Boyer Moore,10,1893064
Weak Memorizing Boyer Moore,10,1878986
Weak Turbo Boyer Moore,10,1820293
